name,total_reads,counter_oposite_strand_read,counter_grayones,counter_unmapped_read1,counter_unmapped_read2,counter_both_unmapped_read1,counter_both_unmapped_read2,counter_mapped_read1,counter_mapped_read2,counter_ambiguous_read1,counter_ambiguous_read2,sampleID,sum_mapped_unambig_read,prop_mapped_unambig_read,sum_unmapped_read,prop_unmapped_read
Hp301_P2_C7_Ele_unmerge_bwa_PE,17919722,1155990,2942764,87104,223489,45259,45259,5796384,5557601,1055822,1010050,Hp301_P2_C7_Ele,12509975,0.698112113569619,401111,0.022383773587559004
Hp301_P3_C1_Amb_unmerge_bwa_PE,12317834,325994,686500,52761,103188,47269,47269,1792689,1777521,3804135,3680508,Hp301_P3_C1_Amb,3896204,0.31630593495577225,250487,0.020335312198556988
Hp301_P3_C2_Amb_unmerge_bwa_PE,15381416,320632,626760,55994,93534,34661,34661,1718339,1724625,5456295,5315915,Hp301_P3_C2_Amb,3763596,0.24468462461453483,218850,0.014228208898322495
Hp301_P3_C4_Ele_unmerge_bwa_PE,18595123,599910,1147887,82982,138618,55473,55473,2856644,2819578,5498702,5339856,Hp301_P3_C4_Ele,6276132,0.33751494948433525,332546,0.017883506336580833
Hp301_P3_C5_Ele_unmerge_bwa_PE,20477515,1083600,2290815,96432,155687,101475,101475,5744339,5615444,2685578,2602670,Hp301_P3_C5_Ele,12443383,0.607660792825692,455069,0.022222862490883292
Hp301_P3_C6_Amb_unmerge_bwa_PE,10038899,569168,1688619,45014,126861,21885,21885,3251089,3120238,610795,583345,Hp301_P3_C6_Amb,6940495,0.6913601780434289,215645,0.021480941286489683
Hp301_P3_C7_Ele_unmerge_bwa_PE,15328891,388832,774443,56148,111609,48882,48882,2093699,2091457,4930989,4783950,Hp301_P3_C7_Ele,4573988,0.29839001399383686,265521,0.017321605326830233
Hp301_P4_C1_Amb_unmerge_bwa_PE,15826052,434604,856882,74267,141598,54846,54846,1927266,1928915,5275353,5077475,Hp301_P4_C1_Amb,4290785,0.271121629070851,325557,0.02057095477760341
Hp301_P4_C2_Amb_unmerge_bwa_PE,16689231,886130,1751743,91572,193009,56898,56898,4395690,4257429,2557391,2442471,Hp301_P4_C2_Amb,9539249,0.5715810992130195,398377,0.023870302951645883
Hp301_P4_C4_Ele_unmerge_bwa_PE,20327516,1288452,3015844,99846,271785,88915,88915,6121503,5871173,1783949,1697134,Hp301_P4_C4_Ele,13281128,0.6533571539188556,549461,0.0270304054858449
Hp301_P4_C5_Ele_unmerge_bwa_PE,15039905,591506,1171631,68882,141274,40245,40245,2699187,2647106,3887785,3752044,Hp301_P4_C5_Ele,5937799,0.39480295919422365,290646,0.01932498908736458
Hp301_P4_C6_Amb_unmerge_bwa_PE,17330658,734054,1564358,91966,148590,61767,61767,3789219,3710150,3650938,3517849,Hp301_P4_C6_Amb,8233423,0.4750784996161138,364090,0.02100843487881418
Hp301_P4_C7_Ele_unmerge_bwa_PE,15114603,595126,1205851,68783,133799,71119,71119,3127522,3063046,3444849,3333389,Hp301_P4_C7_Ele,6785694,0.44894953575691005,344820,0.022813698778591802
Mo17_P1_C1_Amb_unmerge_bwa_PE,17931780,869976,2590636,55882,178173,32371,32371,5229046,5083444,1968099,1891782,Mo17_P1_C1_Amb,11182466,0.6236115990715925,298797,0.016662986050464595
Mo17_P1_C2_Amb_unmerge_bwa_PE,10728112,528832,1840212,36297,142091,13898,13898,3389958,3250430,772535,739961,Mo17_P1_C2_Amb,7169220,0.6682648354155885,206184,0.01921903872741075
Mo17_P1_C4_Ele_unmerge_bwa_PE,16810895,929484,2738771,50026,275708,41059,41059,5366621,5104540,1157909,1105718,Mo17_P1_C4_Ele,11400645,0.6781700200970858,407852,0.0242611711036206
Mo17_P1_C5_Ele_unmerge_bwa_PE,10417496,593804,1479892,38279,97222,13944,13944,2888555,2809526,1266051,1216279,Mo17_P1_C5_Ele,6291885,0.603972874095656,163389,0.01568409529506899
Mo17_P1_C6_Amb_unmerge_bwa_PE,14011565,724922,2426751,47667,182988,22444,22444,4381546,4202577,1021541,978685,Mo17_P1_C6_Amb,9309045,0.6643829579351057,275543,0.019665397833860815
Mo17_P1_C7_Ele_unmerge_bwa_PE,15429648,949088,2904096,43825,129472,19329,19329,5007644,4867451,757503,731911,Mo17_P1_C7_Ele,10824183,0.7015184662670205,211955,0.013736865546122634
Mo17_P2_C1_Amb_unmerge_bwa_PE,18017366,841490,2469114,65385,192410,26804,26804,4861161,4715568,2459649,2358981,Mo17_P2_C1_Amb,10418219,0.5782320789842422,311403,0.01728349193772275
Mo17_P2_C2_Amb_unmerge_bwa_PE,14999419,755350,2430449,56035,190900,24565,24565,4444194,4268234,1432741,1372386,Mo17_P2_C2_Amb,9467778,0.6312096488537323,296065,0.01973843120190189
Mo17_P2_C4_Ele_unmerge_bwa_PE,15633114,931694,2521280,54269,171540,20373,20373,4733612,4572265,1330999,1276709,Mo17_P2_C4_Ele,10237571,0.6548644754973322,266555,0.01705066565752671
Mo17_P2_C5_Ele_unmerge_bwa_PE,23409194,961384,2348168,104833,200529,50809,50809,4865787,4795687,5124081,4907107,Mo17_P2_C5_Ele,10622858,0.45378999379474577,406980,0.017385476834443764
Mo17_P2_C6_Amb_unmerge_bwa_PE,19220731,1006340,2482625,72144,187949,66166,66166,5153564,5017037,2637026,2531714,Mo17_P2_C6_Amb,11176941,0.5815044703554719,392425,0.02041675730231072
Mo17_P2_C7_Ele_unmerge_bwa_PE,15417540,952144,2372968,54409,157792,21953,21953,4557604,4413757,1461012,1403948,Mo17_P2_C7_Ele,9923505,0.643650348888344,256107,0.016611404932304376
Mo17_P3_C1_Amb_unmerge_bwa_PE,8893353,432844,1319937,27965,92194,15407,15407,2686319,2605915,864901,832464,Mo17_P3_C1_Amb,5725078,0.6437479767192419,150973,0.016975936972253323
Mo17_P3_C2_Amb_unmerge_bwa_PE,15217492,753660,2284814,50098,188448,42077,42077,4543536,4381400,1497297,1434085,Mo17_P3_C2_Amb,9678596,0.6360178142364064,322700,0.021205859677797104
Mo17_P3_C4_Ele_unmerge_bwa_PE,18484170,578398,1301498,84508,155092,49338,49338,2421060,2412005,5823621,5609312,Mo17_P3_C4_Ele,5411463,0.29276202285523234,338276,0.01830084878033474
Mo17_P3_C5_Ele_unmerge_bwa_PE,16965725,1015350,2137129,57862,163210,41021,41021,4931454,4806051,1925301,1847326,Mo17_P3_C5_Ele,10752855,0.6337987324443842,303114,0.017866256820737104
Mo17_P3_C6_Amb_unmerge_bwa_PE,11629576,567380,1794400,33926,144571,31188,31188,3613787,3483011,984443,945682,Mo17_P3_C6_Amb,7664178,0.6590247142286185,240873,0.020712105067287063
Mo17_P3_C7_Ele_unmerge_bwa_PE,15391993,795058,2028847,55027,155215,29299,29299,4134375,4022814,2113986,2028073,Mo17_P3_C7_Ele,8952247,0.5816171434069649,268840,0.017466224159535415
Mo17_P4_C1_Amb_unmerge_bwa_PE,17157686,872196,2539308,44912,128886,30472,30472,4999602,4889461,1837548,1784829,Mo17_P4_C1_Amb,10761259,0.6271975719802775,234742,0.013681448652225014
Mo17_P4_C2_Amb_unmerge_bwa_PE,13502259,650912,2006561,43615,169781,24941,24941,4216141,4063427,1175478,1126462,Mo17_P4_C2_Amb,8930480,0.6614063617058449,263278,0.019498811272987727
Mo17_P4_C4_Ele_unmerge_bwa_PE,10148067,618734,1747937,31371,133314,17938,17938,3285753,3154341,582964,557777,Mo17_P4_C4_Ele,7058828,0.6955835037352434,200561,0.019763468254594692
Mo17_P4_C5_Ele_unmerge_bwa_PE,11083755,694194,1745439,33438,127778,31179,31179,3493769,3375237,792662,758880,Mo17_P4_C5_Ele,7563200,0.6823680241939668,223574,0.020171322805312822
Mo17_P4_C6_Amb_unmerge_bwa_PE,16644477,816550,2542299,61237,199835,28691,28691,4971636,4797352,1634983,1563203,Mo17_P4_C6_Amb,10585538,0.6359790097339796,318454,0.019132712911315866
Mo17_P4_C7_Ele_unmerge_bwa_PE,12075428,466912,1154544,40269,125795,26037,26037,2265064,2221130,2930544,2819096,Mo17_P4_C7_Ele,4953106,0.41018057496595567,218138,0.018064618496338183
NC338_P1_C1_Amb_unmerge_bwa_PE,16355457,787186,2145743,79506,173786,32254,32254,4437496,4293757,2232240,2141235,NC338_P1_C1_Amb,9518439,0.5819732826786803,317800,0.019430823608291715
NC338_P1_C2_Amb_unmerge_bwa_PE,14702265,572006,1403833,103340,149337,36035,36035,2375526,2313910,3944443,3767800,NC338_P1_C2_Amb,5261442,0.35786608389931757,324747,0.022088229262634023
NC338_P1_C4_Ele_unmerge_bwa_PE,12025209,739308,1999941,66819,171495,26447,26447,3520190,3351919,1088199,1034444,NC338_P1_C4_Ele,7611417,0.6329550696374591,291208,0.02421646060372007
NC338_P1_C5_Ele_unmerge_bwa_PE,13224468,849038,2317836,64044,203334,45817,45817,4351938,4132905,621530,592209,NC338_P1_C5_Ele,9333881,0.7058038932076511,359012,0.027147557088874955
NC338_P1_C6_Amb_unmerge_bwa_PE,14527680,762734,2561850,64180,202959,31721,31721,4711359,4496018,850112,815026,NC338_P1_C6_Amb,9970111,0.6862837700169607,330581,0.022755250666314238
NC338_P1_C7_Ele_unmerge_bwa_PE,9897647,564670,1599445,52064,166331,22172,22172,2853189,2698555,984573,934476,NC338_P1_C7_Ele,6116414,0.617966472233249,262739,0.026545602202220388
NC338_P2_C1_Amb_unmerge_bwa_PE,8027813,410508,1365037,35684,97020,14034,14034,2414050,2317276,693616,666554,NC338_P2_C1_Amb,5141834,0.640502463124141,160772,0.020026874068940072
NC338_P2_C2_Amb_unmerge_bwa_PE,13191969,698430,2246469,59191,189772,25941,25941,4307429,4105426,782617,750753,NC338_P2_C2_Amb,9111285,0.6906690729791739,300845,0.022805162747122888
NC338_P2_C4_Ele_unmerge_bwa_PE,13377546,859448,2465266,67674,217791,33773,33773,4478297,4238512,505173,477839,NC338_P2_C4_Ele,9576257,0.7158455668924629,353011,0.026388322641536795
NC338_P2_C5_Ele_unmerge_bwa_PE,9780262,633218,1701522,46253,145783,23535,23535,3136595,2984182,556187,529452,NC338_P2_C5_Ele,6753995,0.6905740357466906,239106,0.02444781131630216
NC338_P2_C6_Amb_unmerge_bwa_PE,29099138,1747010,4838588,129216,259388,60181,60181,9403942,9113111,1776025,1711496,NC338_P2_C6_Amb,20264063,0.6963801814335531,508966,0.01749075866096102
NC338_P2_C7_Ele_unmerge_bwa_PE,13368657,874430,2359337,67161,203096,34820,34820,4404500,4184892,618205,587396,NC338_P2_C7_Ele,9463822,0.7079111985594364,339897,0.02542491740194995
NC338_P3_C1_Amb_unmerge_bwa_PE,10979469,572502,1705111,48163,128467,22412,22412,3505783,3376411,815812,782396,NC338_P3_C1_Amb,7454696,0.6789668972151568,221454,0.020169827885119035
NC338_P3_C2_Amb_unmerge_bwa_PE,17584463,989330,2998109,91904,231935,44045,44045,5402906,5166795,1339789,1275605,NC338_P3_C2_Amb,11559031,0.657343417311066,411929,0.023425736685845907
NC338_P3_C4_Ele_unmerge_bwa_PE,9817198,670708,1783966,59937,157492,29569,29569,3166604,2998485,476210,444658,NC338_P3_C4_Ele,6835797,0.6963083560095253,276567,0.028171684018189303
NC338_P3_C5_Ele_unmerge_bwa_PE,9545652,624058,1606514,48098,160711,34020,34020,3079989,2917800,535640,504802,NC338_P3_C5_Ele,6621847,0.6937029550207781,276849,0.029002628631339167
NC338_P3_C6_Amb_unmerge_bwa_PE,11975500,618764,1991886,52151,149568,27074,27074,3852895,3697215,795287,763586,NC338_P3_C6_Amb,8168874,0.6821321865475346,255867,0.02136587198864348
NC338_P3_C7_Ele_unmerge_bwa_PE,12851857,862666,2266531,65018,201587,41944,41944,4271558,4057068,537558,505983,NC338_P3_C7_Ele,9191292,0.715172289887757,350493,0.027271778700930147
NC338_P4_C1_Amb_unmerge_bwa_PE,11586827,315022,797083,50482,117939,23291,23291,1525860,1507823,3682480,3543556,NC338_P4_C1_Amb,3348705,0.2890096658904116,215003,0.018555813425021363
NC338_P4_C2_Amb_unmerge_bwa_PE,12696337,697062,2142849,53839,141841,41318,41318,4067453,3920798,811349,778510,NC338_P4_C2_Amb,8685313,0.6840802193577565,278316,0.0219209682288679
NC338_P4_C4_Ele_unmerge_bwa_PE,17371041,913198,2430317,74737,215484,39659,39659,4457876,4293582,2505085,2401444,NC338_P4_C4_Ele,9664656,0.5563659656321115,369539,0.02127327890136233
NC338_P4_C5_Ele_unmerge_bwa_PE,11981030,827524,1868666,58134,154441,38833,38833,3860497,3702791,733341,697970,NC338_P4_C5_Ele,8390812,0.7003414564524085,290241,0.02422504575983868
NC338_P4_C6_Amb_unmerge_bwa_PE,16341545,868960,2758415,68538,220456,57681,57681,5226479,5006400,1062285,1014650,NC338_P4_C6_Amb,11101839,0.6793628754196742,404356,0.024744049598737453
NC338_P4_C7_Ele_unmerge_bwa_PE,19461471,1091414,2770475,82297,255843,48085,48085,5160021,4954217,2578200,2472834,NC338_P4_C7_Ele,11205652,0.5757864860266729,434310,0.022316401468316552
