featureID	effect_AUM2073	pval_AUM2073	effect_CB4856	pval_CB4856	effect_Combo	pval_Combo	effect_CX11314	pval_CX11314	effect_DL238	pval_DL238	effect_KJ550	pval_KJ550	effect_N2	pval_N2	effect_NS	pval_NS	effect_NInoN2	pval_NInoN2	effect_RB2011	pval_RB2011	effect_RB2055	pval_RB2055	effect_RB2347	pval_RB2347	effect_RB2550	pval_RB2550	effect_CM	pval_CM	effect_UGT	pval_UGT	effect_UGT49	pval_UGT49	effect_UGT60	pval_UGT60	effect_VC1265	pval_VC1265	effect_VC2524	pval_VC2524	flag_sig05_COMBO_path	flag_sig05_VC1265	direction_VC1265	flag_sig05_DL238	direction_DL238	flag_sig05_UGT60	direction_UGT60	dir_pd_vs_strain_Combo	sum_flag_sig05_strain_4_Combo	flag_sig05_NS_path	flag_sig05_CB4856	direction_CB4856	flag_sig05_CX11314	direction_CX11314	dir_pd_vs_strain_NInoN2	sum_flag_sig05_strain_4_NInoN2	flag_sig05_N2	direction_N2	dir_pd_vs_strain_NI	sum_flag_sig05_strain_4_NI	flag_sig05_CM_path	flag_sig05_KJ550	direction_KJ550	flag_sig05_RB2347	direction_RB2347	flag_sig05_AUM2073	direction_AUM2073	flag_sig05_VC2524	direction_VC2524	dir_pd_vs_strain_TCA	sum_flag_sig05_strain_4_TCA	flag_sig05_UGT_path	flag_sig05_RB2055	direction_RB2055	flag_sig05_RB2550	direction_RB2550	flag_sig05_RB2011	direction_RB2011	flag_sig05_UGT49	direction_UGT49	dir_pd_vs_strain_UGT	sum_flag_sig05_strain_4_UGT
ppm_7_5061	-0.323424	0.512842	0.846279	0.175485	-0.225791	0.478256	0.15529	0.760744	-0.239382	0.659028	0.599951	0.306935	0.144874	0.798094	0.186038	0.503625	0.199128	0.532925	0.501105	0.456952	0.310817	0.529336	0.504459	0.353263	0.131104	0.810986	0.117232	0.613489	-0.002594	0.991719	0.04498	0.928094	-1.285771	0.048179	0.395337	0.423198	-0.384886	0.436944	0	0	strain	0	pd1074	1	pd1074	mix strain & pd1074	1	0	0	strain	0	strain	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	0	strain	0	strain	mix strain & pd1074	1
ppm_7_5126	-0.097549	0.842258	1.117815	0.091843	-0.440855	0.160822	0.028756	0.954933	-0.452725	0.436669	0.495177	0.367889	-0.479762	0.418255	-0.004087	0.988733	0.144898	0.662236	-0.661837	0.298687	-0.262824	0.605435	-0.771686	0.121255	-1.243624	0.025711	-0.035125	0.876534	-0.577599	0.019896	-0.412187	0.417204	-0.40319	0.497695	-0.457343	0.340853	0.852273	0.099893	0	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	0	0	0	strain	0	strain	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0	1	0	pd1074	1	pd1074	0	pd1074	0	pd1074	all pd1074 direction	1
ppm_7_5166	0.121508	0.809329	0.282909	0.643633	0.108049	0.721876	-0.039213	0.93926	-0.123138	0.811752	-0.380353	0.478741	-0.446689	0.420834	-0.096949	0.722288	0.014501	0.963077	0.498634	0.44811	0.030644	0.951115	0.600755	0.225731	0.377026	0.450977	0.048001	0.830492	0.238914	0.32297	-0.159898	0.747442	0.711822	0.238298	-0.073349	0.878173	-0.081086	0.870479	0	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	0	strain	0	pd1074	mix strain & pd1074	0
ppm_7_5213	-0.148383	0.766226	-0.390364	0.510368	0.396285	0.206359	0.503296	0.342756	0.225397	0.659758	0.094388	0.868289	-0.040569	0.941843	0.104648	0.701179	0.150635	0.630254	-0.400618	0.499542	0.34952	0.508286	0.337834	0.550179	0.432441	0.418285	0.127918	0.582045	0.430475	0.092398	0.509699	0.34078	1.700352	0.020258	-0.00003	0.999949	0.425787	0.406818	0	0	pd1074	0	strain	1	strain	mix strain & pd1074	1	0	0	pd1074	0	strain	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	strain	mix strain & pd1074	1
ppm_7_5328	0.281773	0.581135	0.005085	0.993065	-0.342644	0.273492	0.383436	0.457342	-0.287553	0.588105	-0.048565	0.927888	-0.710422	0.21585	-0.129751	0.636569	0.042583	0.891685	0.186642	0.758864	0.170973	0.73317	-0.202734	0.668582	-0.185804	0.709734	-0.132448	0.558188	0.148327	0.535185	0.323287	0.522905	0.309482	0.599511	-0.889899	0.08329	0.194036	0.698295	0	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	0
ppm_7_5467	0.311847	0.54435	-0.393493	0.508279	0.162096	0.600731	-0.911104	0.098577	-0.68387	0.198366	0.544363	0.316512	-0.115057	0.835243	-0.534276	0.054822	-0.676222	0.035668	-0.626374	0.321654	-0.675589	0.190362	-0.186637	0.693097	0.246743	0.623005	0.120457	0.593875	-0.093178	0.699291	0.004725	0.992366	0.527261	0.372846	0.645808	0.194818	-0.618278	0.220364	0	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	pd1074	0	pd1074	all pd1074 direction	0	0	pd1074	all pd1074 direction	0	0	0	strain	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	strain	mix strain & pd1074	0
ppm_7_5542	-0.534289	0.284754	-0.653903	0.282971	-0.043786	0.885097	-0.44491	0.391143	0.022957	0.965754	-0.58682	0.298445	0.199316	0.715508	-0.201398	0.463455	-0.336623	0.289316	0.026275	0.964411	0.120944	0.807556	-0.072155	0.8798	0.004653	0.992799	-0.155001	0.487582	-0.088655	0.709971	-0.506835	0.31484	-0.050854	0.930259	-0.091723	0.846863	0.3916	0.42879	0	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	pd1074	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	strain	0	pd1074	mix strain & pd1074	0
ppm_7_5573	-0.007152	0.988407	-0.068962	0.907334	0.530894	0.087433	-0.658409	0.218451	0.143318	0.778565	0.106879	0.841334	-0.165089	0.774315	-0.184957	0.501452	-0.190837	0.542358	-0.749769	0.227468	0.038739	0.93883	-0.082481	0.861308	0.442025	0.383787	0.066498	0.765818	0.160052	0.509916	0.326383	0.515212	0.577977	0.35335	0.879117	0.081147	-0.5248	0.29366	0	0	strain	0	strain	0	strain	all strain direction	0	0	0	pd1074	0	pd1074	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	strain	mix strain & pd1074	0
ppm_7_5662	-0.053309	0.913094	0.490518	0.412062	-0.19585	0.544723	-0.201423	0.694008	-0.752284	0.18585	-0.47119	0.383026	0.289963	0.599768	-0.05961	0.82996	-0.177582	0.580132	-0.709503	0.246684	0.682604	0.18261	-0.818233	0.10102	-0.270236	0.587432	-0.245783	0.276568	-0.087523	0.721947	-0.66249	0.196985	0.647723	0.333432	-0.23362	0.630412	0.349276	0.500513	0	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	0
ppm_7_5771	-0.024506	0.960751	0.631109	0.325278	0.389278	0.241919	0.36501	0.481104	0.040691	0.936171	-0.179259	0.736546	-0.907014	0.12367	0.033885	0.903099	0.304207	0.335376	0.306929	0.603145	0.380768	0.445694	0.404061	0.420439	0.66703	0.196829	0.207456	0.361201	0.446465	0.077659	0.131387	0.803554	1.132781	0.178642	0.469758	0.362762	0.337455	0.495086	0	0	strain	0	strain	0	strain	all strain direction	0	0	0	strain	0	strain	all strain direction	0	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	strain	0	strain	all strain direction	0
ppm_7_5846	-0.15134	0.760114	0.692435	0.264503	-0.219508	0.467815	-0.265976	0.614037	-0.485824	0.3579	0.060552	0.909141	0.021789	0.968435	-0.063204	0.81925	-0.091887	0.773916	0.184063	0.760867	0.147643	0.763524	-0.252819	0.594864	-0.247814	0.621002	-0.184471	0.405602	-0.13938	0.558605	-0.332935	0.512579	-0.450852	0.444541	0.141621	0.764283	-0.754886	0.141408	0	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0
ppm_7_5926	0.195377	0.690162	-0.182069	0.758424	0.692038	0.033234	-0.184306	0.726725	0.788312	0.148783	-0.181013	0.758228	0.135579	0.82128	0.14616	0.604178	0.149157	0.640485	0.160053	0.784679	0.233965	0.63482	0.33027	0.48785	-0.00498	0.99207	0.236695	0.291485	0.159946	0.511613	-0.166869	0.740407	1.033388	0.156777	0.464407	0.339255	0.237364	0.628264	1	0	strain	0	strain	0	strain	all strain direction	0	0	0	pd1074	0	pd1074	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0
ppm_7_6004	0.243725	0.619174	-0.158931	0.79123	0.224147	0.475089	0.773309	0.1518	0.683902	0.205722	0.714381	0.201076	0.29609	0.593543	0.428416	0.124139	0.473049	0.142056	0.067755	0.907741	0.446574	0.370449	0.202983	0.670246	0.362119	0.480729	0.15657	0.483429	0.39165	0.105063	0.195142	0.702349	1.015669	0.104722	-0.635958	0.193627	0.39058	0.429373	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	strain	0	strain	all strain direction	0
ppm_7_6159	0.162147	0.740308	0.458292	0.469692	0.172712	0.571486	0.019382	0.969567	-0.219967	0.675709	0.42249	0.438749	-0.538572	0.376423	-0.081452	0.771811	0.042093	0.894213	-0.386893	0.514052	-0.688907	0.176307	0.040819	0.931263	-0.012948	0.979176	0.099341	0.652676	-0.174228	0.46721	-0.391332	0.43601	0.864187	0.156422	0.073481	0.877113	-0.138146	0.779876	0	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	0
ppm_7_6373	-0.165549	0.735103	0.537738	0.372359	-0.025991	0.933937	0.405997	0.448062	0.140777	0.811577	-0.125332	0.816176	-0.034825	0.949272	0.255845	0.36669	0.362316	0.274109	-0.227149	0.706031	-0.49616	0.319055	0.348226	0.48303	0.22478	0.656368	-0.038533	0.862411	-0.068613	0.773349	-0.111828	0.823163	0.337577	0.564301	-0.376582	0.430198	0.139908	0.775228	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	all strain direction	0	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0
ppm_7_6519	0.376185	0.450822	-0.666065	0.276333	-0.208772	0.499398	-1.09737	0.07661	-0.423876	0.412442	0.105962	0.842191	-0.530624	0.388404	-0.654022	0.025558	-0.690193	0.038252	-1.71798	0.02092	-1.018154	0.055252	-0.412285	0.388942	-0.543825	0.285812	-0.019388	0.930758	-0.704439	0.00522	0.126328	0.798352	-1.146344	0.074056	0.507638	0.292484	-0.686559	0.176769	0	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	1	0	pd1074	0	pd1074	all pd1074 direction	0	0	pd1074	all pd1074 direction	0	0	0	strain	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	1	0	pd1074	0	pd1074	1	pd1074	0	strain	mix strain & pd1074	1
ppm_7_6637	0.414952	0.402399	-0.468998	0.434268	0.160057	0.623316	-0.181174	0.725477	-0.191644	0.710842	0.042817	0.935816	0.248392	0.653387	-0.13948	0.607695	-0.262822	0.399454	-0.959274	0.134509	0.056322	0.90908	-0.593491	0.230703	-0.155107	0.756481	0.179816	0.434718	-0.251153	0.300761	0.027637	0.956845	-0.633218	0.307238	1.258978	0.027278	0.02482	0.959874	0	1	strain	0	pd1074	0	pd1074	mix strain & pd1074	1	0	0	pd1074	0	pd1074	all pd1074 direction	0	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	1	0	0	strain	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0
ppm_7_6769	-0.025715	0.957982	-0.999792	0.127841	-0.153259	0.617562	-0.119186	0.82166	-0.015863	0.976507	0.387241	0.489622	0.150207	0.783137	-0.180757	0.519464	-0.2997	0.359638	-0.310276	0.60559	-0.005216	0.99155	-0.539011	0.276315	0.136978	0.788861	-0.097986	0.661082	-0.195283	0.420564	-0.253906	0.629396	-0.76276	0.211411	0.106037	0.822347	-0.334438	0.499554	0	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	pd1074	all pd1074 direction	0	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0
ppm_7_6951	1.070508	0.044455	-0.034313	0.954059	0.193633	0.519245	-0.585212	0.265376	-0.103409	0.839009	1.103276	0.058433	-0.802494	0.186298	-0.368258	0.184034	-0.253923	0.415095	-0.64001	0.320879	-0.367572	0.464515	0.294713	0.536913	1.095084	0.044215	0.430404	0.058938	0.127999	0.603996	0.109048	0.830447	0.347035	0.559885	0.355919	0.455475	-0.397414	0.426615	0	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	pd1074	0	pd1074	all pd1074 direction	0	0	pd1074	all pd1074 direction	0	0	0	strain	0	strain	1	strain	0	pd1074	mix strain & pd1074	1	0	0	pd1074	1	strain	0	pd1074	0	strain	mix strain & pd1074	1
ppm_7_7129	0.191301	0.702923	-1.320117	0.056123	-0.198988	0.527675	-1.08772	0.058309	-0.517638	0.32125	-0.406937	0.456924	-1.578604	0.022428	-1.03445	0.000642	-0.905043	0.007273	-0.628885	0.311665	-0.17344	0.722946	0.278054	0.5628	-0.050424	0.919129	0.174093	0.437921	-0.398807	0.101192	-0.317207	0.541353	-1.270656	0.050736	0.718305	0.14893	-0.01164	0.98104	0	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	1	0	pd1074	0	pd1074	all pd1074 direction	0	1	pd1074	all pd1074 direction	1	0	0	pd1074	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	0
ppm_7_7234	0.301391	0.540298	-1.577497	0.035091	-0.007573	0.980534	0.279959	0.594141	-0.944086	0.089665	0.43196	0.437446	-0.393135	0.488335	-0.517069	0.076379	-0.561642	0.098787	-0.801847	0.197974	-0.256456	0.602607	-0.769607	0.12167	0.200798	0.688891	0.007169	0.97497	-0.065354	0.783884	0.088088	0.859172	0.283845	0.630065	0.504747	0.296963	-0.444111	0.407476	0	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	1	pd1074	0	strain	mix strain & pd1074	1	0	pd1074	mix strain & pd1074	1	0	0	strain	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	strain	mix strain & pd1074	0
ppm_7_7343	0.174801	0.721283	-1.03093	0.113583	0.046551	0.88078	0.413168	0.424504	-0.540709	0.333813	0.545071	0.332514	0.174685	0.758563	-0.167283	0.556091	-0.28129	0.39133	-0.30997	0.599257	-0.146837	0.765797	-0.79146	0.111588	0.344203	0.493895	-0.011802	0.95851	0.068773	0.77123	0.083201	0.867402	0.353966	0.546046	0.276159	0.56793	-0.175055	0.733411	0	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	strain	mix strain & pd1074	0
ppm_7_7461	-0.50819	0.319017	-0.119383	0.849168	-0.07067	0.81854	0.51574	0.327134	-0.27025	0.597592	0.322988	0.54602	0.169947	0.780912	0.077759	0.782188	0.052976	0.867203	-0.704444	0.251417	-0.654644	0.200823	-0.441781	0.360807	0.164687	0.739392	-0.2646	0.244756	-0.323852	0.17982	-0.185057	0.708854	-0.436924	0.486774	0.332465	0.496137	-1.077986	0.043228	0	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	1	pd1074	mix strain & pd1074	1	0	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0
ppm_7_7574	0.089023	0.85601	0.644384	0.288714	0.195942	0.527562	-0.325207	0.529071	0.166664	0.747528	-0.40366	0.458435	-0.538829	0.344665	-0.038227	0.889279	0.112916	0.718549	0.130701	0.823306	-0.127916	0.79692	-0.788154	0.113588	0.239235	0.630021	-0.237038	0.288662	0.183088	0.44677	0.217038	0.662753	0.656784	0.328876	-0.008188	0.986213	-0.135347	0.785987	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	0	strain	0	strain	mix strain & pd1074	0
ppm_7_7682	0.082254	0.867291	0.069245	0.906282	-0.453093	0.153306	-0.049106	0.923452	-0.479037	0.360093	-0.146855	0.789642	0.708817	0.214255	0.032723	0.904513	-0.167444	0.589751	-0.499742	0.403543	0.207437	0.733119	-0.758665	0.132387	-0.109984	0.824022	-0.288005	0.211149	-0.142097	0.573106	0.018939	0.969422	-0.502162	0.472731	-0.407074	0.402031	-0.176564	0.75022	0	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0
ppm_7_7835	0.422949	0.407973	-0.05846	0.920815	0.437868	0.183725	0.200023	0.714437	1.515992	0.017631	-0.069752	0.896336	1.200573	0.074991	0.629705	0.037724	0.485194	0.152666	0.133619	0.846895	0.768558	0.132938	-0.366914	0.458477	0.797295	0.126813	0.227236	0.321802	0.334246	0.178728	0.183896	0.711307	-0.577166	0.356068	0.426699	0.381305	0.777948	0.151374	0	0	strain	1	strain	0	pd1074	mix strain & pd1074	1	1	0	pd1074	0	strain	mix strain & pd1074	1	0	strain	mix strain & pd1074	1	0	0	pd1074	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	strain	0	strain	mix strain & pd1074	0
ppm_7_8061	0.653819	0.200833	-1.6042	0.026594	0.095031	0.759402	-0.4343	0.433959	-0.718997	0.19301	0.934035	0.1001	-1.279732	0.045943	-0.915122	0.002556	-0.809967	0.018658	-0.473203	0.44261	0.198415	0.689872	3.792808	0.000048	1.602767	0.009912	0.807454	0.001067	0.266613	0.287768	-0.027783	0.957396	0.216415	0.710847	0.648928	0.184902	0.191392	0.695804	0	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	1	1	pd1074	0	pd1074	all pd1074 direction	1	1	pd1074	all pd1074 direction	2	1	0	strain	1	strain	0	strain	0	strain	all strain direction	1	0	0	strain	1	strain	0	pd1074	0	pd1074	mix strain & pd1074	1
ppm_7_8222	-0.093631	0.850914	-0.608479	0.315108	0.329817	0.293747	0.154979	0.761118	0.017108	0.97347	0.235588	0.680214	-0.476285	0.39447	-0.185985	0.493602	-0.09635	0.756555	0.452567	0.449054	-0.356223	0.473289	0.412841	0.390059	0.01292	0.980481	0.268234	0.243999	-0.052545	0.826567	-0.049224	0.921495	-0.198818	0.733041	1.132155	0.036505	-0.232308	0.641026	0	1	strain	0	strain	0	pd1074	mix strain & pd1074	1	0	0	pd1074	0	strain	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	1	0	0	pd1074	0	strain	0	strain	0	pd1074	mix strain & pd1074	0
ppm_7_8278	-0.178932	0.718794	-0.457101	0.444535	0.019515	0.949121	0.039215	0.940719	0.738504	0.172027	0.539979	0.320206	0.769129	0.182422	0.288577	0.301505	0.141419	0.65775	0.326271	0.603661	-0.557015	0.26595	0.062276	0.89773	1.523559	0.01192	-0.081393	0.715063	0.119389	0.630708	-0.136611	0.784142	-0.091335	0.875372	-0.473662	0.324704	-0.234435	0.63516	0	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	pd1074	1	strain	0	strain	0	pd1074	mix strain & pd1074	1
ppm_7_8386	0.479574	0.336152	-0.360096	0.545899	0.076834	0.801424	-0.017786	0.972312	-0.42311	0.429041	0.335221	0.547886	-0.414126	0.454833	-0.292228	0.285254	-0.252975	0.421084	0.05432	0.926516	0.13313	0.798114	4.054374	0.000019	-0.084904	0.863724	0.581466	0.016865	0.131958	0.582936	0.369778	0.470368	0.202076	0.733296	0.39445	0.409191	0.140749	0.773903	0	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	pd1074	0	pd1074	all pd1074 direction	0	0	pd1074	all pd1074 direction	0	1	0	strain	1	strain	0	strain	0	strain	all strain direction	1	0	0	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	0
ppm_7_8525	-0.834636	0.115701	-0.037132	0.951749	0.111237	0.716784	1.062459	0.059886	0.441804	0.397866	-0.83438	0.136732	0.272581	0.626115	0.452411	0.107616	0.513178	0.11459	1.010925	0.11553	-0.084094	0.871466	-0.27231	0.581843	0.390559	0.441746	-0.356188	0.119225	0.150432	0.546888	0.29051	0.59403	-0.832325	0.174108	0.414352	0.389848	-0.466324	0.35075	0	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	0	strain	0	strain	mix strain & pd1074	0
ppm_7_8652	0.048625	0.921258	0.04191	0.943117	-0.123831	0.680183	-0.974038	0.085567	-0.063442	0.9019	-0.21441	0.688257	0.905997	0.130761	-0.050297	0.858464	-0.322058	0.313628	0.025115	0.966376	0.532846	0.292189	-0.257325	0.587542	-0.230961	0.644895	-0.136811	0.535256	0.167127	0.482361	0.28398	0.56966	0.196802	0.735187	-0.393797	0.411323	0.145441	0.768169	0	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	0
ppm_7_8794	0.152687	0.761836	0.047554	0.935338	0.315762	0.30597	-0.898389	0.106668	-0.221157	0.667183	-0.076156	0.885918	-0.096959	0.864889	-0.2996	0.280116	-0.362533	0.253609	0.745695	0.225658	0.687154	0.179141	-0.674053	0.181656	-0.147424	0.769422	-0.045906	0.837893	0.51683	0.035326	0.332489	0.511983	1.433877	0.030494	0.199925	0.6731	0.12855	0.797272	0	0	strain	0	pd1074	1	strain	mix strain & pd1074	1	0	0	strain	0	pd1074	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	1	0	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	1
ppm_7_8918	-0.181088	0.713858	-0.775376	0.209547	-0.115412	0.70861	-0.234884	0.652433	0.709714	0.192248	-0.394767	0.463862	0.197557	0.720563	0.011517	0.966942	-0.051548	0.872638	-0.644644	0.288497	-0.69713	0.17522	-0.339703	0.47772	0.105636	0.832904	-0.254153	0.255864	-0.393025	0.101588	-0.293566	0.555085	-0.590536	0.320499	-0.452039	0.349693	0.116096	0.821068	0	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	pd1074	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0
ppm_7_9062	-0.361994	0.476867	-0.740386	0.239295	-0.40313	0.203871	-0.026034	0.959666	-0.426314	0.445324	0.00432	0.993929	0.342339	0.545575	-0.179677	0.523249	-0.350865	0.279376	-0.483196	0.422113	0.493217	0.323262	-0.069662	0.882683	-0.557818	0.287688	-0.046811	0.837863	-0.333348	0.173445	-0.273726	0.582454	-1.373755	0.039938	0.096591	0.837784	0.116464	0.835851	0	0	strain	0	pd1074	1	pd1074	mix strain & pd1074	1	0	0	pd1074	0	pd1074	all pd1074 direction	0	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	1
ppm_7_922	0.718236	0.16288	-1.051633	0.112467	-0.321133	0.298788	-0.548534	0.295156	-0.330015	0.558313	-0.636989	0.280507	-0.160236	0.790196	-0.496774	0.087607	-0.599111	0.07124	-0.644409	0.314698	0.340863	0.48933	-0.615133	0.244786	0.042305	0.942544	-0.175814	0.446135	0.025564	0.918255	0.469783	0.360714	-0.459017	0.435865	-0.225374	0.634824	-0.239064	0.627623	0	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	0	0	0	pd1074	0	pd1074	all pd1074 direction	0	0	pd1074	all pd1074 direction	0	0	0	pd1074	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	strain	mix strain & pd1074	0
