featureID	b1_aos_122	b1_aos_127	b1_aos_129	b1_aos_142	b1_aos_145	b1_aos_149	b1_aos_27	b1_aos_32	b1_aos_43	b1_aos_46	b1_aos_48	b1_aos_50	b1_aos_54	b1_aos_58	b1_aos_65	b1_aos_67	b1_aos_76	b1_aos_78	b1_pool_mutant	b1_pool_mutant_20200729045723	b1_pool_natural	b1_pool_natural_20200729044422	b1_pool_pd1074	b1_pool_pd1074_20200729051024	b2_aos_102	b2_aos_103	b2_aos_106	b2_aos_107	b2_aos_108	b2_aos_124	b2_aos_130	b2_aos_165	b2_aos_167	b2_aos_170	b2_aos_173	b2_aos_174	b2_aos_175	b2_aos_188	b2_aos_192	b2_aos_199	b2_aos_200	b2_aos_53	b2_aos_56	b2_pool_mutant_b2_01	b2_pool_mutant_b2_02	b2_pool_natural_b2_01	b2_pool_natural_b2_02	b2_pool_pd1074_b2_01	b2_pool_pd1074_b2_02	b3_aos_184	b3_aos_185	b3_aos_27	b3_aos_28	b3_aos_35	b3_aos_36	b3_aos_37	b3_aos_38	b3_aos_40	b3_aos_42	b3_aos_43	b3_aos_54	b3_aos_71	b3_aos_74	b3_aos_78	b3_aos_86	b3_aos_90	b3_aos_98	b3_aos_99	b3_pool_mutant_b3_01	b3_pool_mutant_b3_02	b3_pool_pd1074_b3_01	b3_pool_pd1074_b3_02	b4_aos_100	b4_aos_107	b4_aos_109	b4_aos_111	b4_aos_116	b4_aos_124	b4_aos_125	b4_aos_134	b4_aos_140	b4_aos_171	b4_aos_180	b4_aos_73	b4_aos_81	b4_aos_82	b4_aos_84	b4_aos_87	b4_aos_92	b4_aos_93	b4_aos_95	b4_aos_96	b4_pool_mutant_b4_01	b4_pool_mutant_b4_02	b4_pool_pd1074_b4_01	b4_pool_pd1074_b4_02	b5_aos_179	b5_aos_181	b5_aos_187	b5_aos_196	b5_aos_26	b5_aos_33	b5_aos_39	b5_aos_41	b5_aos_43	b5_aos_45	b5_aos_47	b5_aos_51	b5_aos_54	b5_aos_66	b5_aos_70	b5_aos_75	b5_aos_78	b5_aos_79	b5_aos_83	b5_aos_87	b5_aos_91	b5_pool_mutant_b5_01	b5_pool_mutant_b5_02	b5_pool_pd1074_b5_01	b5_pool_pd1074_b5_02	b6_aos_101	b6_aos_102	b6_aos_105	b6_aos_107	b6_aos_114	b6_aos_118	b6_aos_120	b6_aos_133	b6_aos_135	b6_aos_140	b6_aos_166	b6_aos_167	b6_aos_169	b6_aos_186	b6_aos_188	b6_aos_193	b6_aos_198	b6_aos_85	b6_aos_88	b6_aos_90	b6_aos_94	b6_pool_mutant_b6_01	b6_pool_mutant_b6_02	b6_pool_pd1074_b6_01	b6_pool_pd1074_b6_02
met_663	45790.92578	8517.830078	270626.375	363017	214655.1094	142479.2031	154350.0313	29470.08984	88890.79688	34984.86328	430874.4688	164050	447886.125	82921.23438	77471.25	548792.8125	14138.60156	125788.2031	29527.20313	33335.375	111866.4453	183327.875	161605.5469	220612.1094	155542.5781	117740.1875	365826.4063	919615.375	171778.6563	64286.46875	21044.45508	0	47116.24609	49900.84375	134702.3594	49913.02344	168159.0781	67235.21094	17333.44336	267706.5313	204785.3906	196284.25	661331.6875	142846.0938	190704.4219	140284.7344	145296.7656	213059.6719	260816.3594	93257.44531	88276.82031	201849.6563	48305.38281	5920.370117	37839.92188	265774.125	340443.2188	142995.7188	786060.1875	122133.8438	554197.625	136589.9531	89692.44531	144883.3438	695599.3125	310963.375	408492.75	184819.9219	236600.7344	271157.3438	337229.5938	388216.25	166485.4531	395206.1875	213426.6563	59354.40625	26366.03711	17020.36914	87918.46094	152780.8438	307903.3438	12681.55566	42039.24609	118843.1328	508607.3438	394618.3438	364797.3125	95119.89063	127174.2266	734708.9375	174068.3906	82971.48438	224691.3125	222527.1875	212675.2656	241325.125	18185.10938	38091.56641	27549.85156	42435.91016	1090250.75	268734.0313	0	11692.3916	132774.1875	367864.0313	150775.7656	182330.5781	752329.5	100437.8438	105890.3047	178188.6094	155123.25	256750.8281	13207.22559	191250.7969	275624.9688	145469.1875	204769.4844	156844.0156	75355.32813	13562.47559	268094.7188	457449.4063	1244375.875	46176.01563	1277102.875	403591.375	0	296548.6875	497414.5625	0	94260.875	446757.7188	47206.95313	129203.2109	28674.61719	617618.1875	626235.25	19106.67578	399293.7813	47287.07813	376551.0625	215400.9063	753607.375	581837.9375
met_666	384204.0938	537297.3125	175001568	82449.00781	128153.3203	124006.6719	2277534	38088.375	520726.75	11163.3252	107680.2578	60539.95313	181802.9063	151277.4688	2315994.25	1218749	1251038.75	3562627.75	206566.0156	217602.4219	621640.125	762067.9375	57442460	57716204	4407436	1163502.625	1787506.5	1028578.313	62600.02734	279213.3125	458141.9063	1750916.25	2369174.75	64654.87891	292925.9688	420885.9063	875059.0625	633482.3125	2931365.75	57228.58594	2130628.75	252121.375	64647.09375	157442.7969	153489.4063	944167.1875	1151686.5	1684016.125	1779397.25	489030.875	4306441	1654200.75	2332564.25	619767.6875	27047.24219	524396.6875	2067896.625	48208.73828	686269.6875	407879.1563	123549.6953	464106.6875	2186350.5	3378955.75	1368364.25	3743399.5	1006978	2125733.5	938681.8125	983383.875	3127198.5	3057676	2844800.25	378743.7188	1350921	1239953.375	207405.6875	113903.5234	614510.875	1327988.5	442550.4063	271907.625	1490778.5	1438167.125	180993.7656	364113.875	313888.5938	2407700.5	5691927	962073	173524.2969	1016893.313	1401594.75	1482534.875	1065928	1277829.125	2942700.25	1838578.5	202032.5469	1189000.625	1211317.25	333410.5	401427.5938	656382.4375	371030.375	2069796.75	466571	2088264.375	284385.7188	190230.3906	9326329	5753157	3590753.75	5322818	1610098.625	4875179	6401425	2479799.5	2851642.25	2793983	2567394.25	374006.7188	3992413.75	2643352	1272764.125	704639.9375	1662348.125	1264793.5	332675.9688	3451017.25	556015.0625	560811.125	2613076	3356649.25	1275416.375	914262	85629.58594	533992.5625	781072.4375	1357017.875	3699818.75	2346969.75	1738781.875	1221060.5	2584672.25	3044726
met_681	109892.0859	487333.9688	197225.6094	133991.5313	249949.7344	198136.0469	189513.7344	171747.9688	182867.7188	39401.58984	499949.0625	50723.55469	407399.5	1289008.875	108099.5703	415527.0313	922949	686005.125	126946.6953	153642.9219	352231.4375	405677	329673.2813	313166.375	368112.0313	921279	236905.9531	383257.6875	202861.8594	804243.1875	398174.4375	796780.125	674315.6875	146328.0781	193471.8438	174117	488392.25	479176.25	858213.3125	126812.1563	921755.6875	535912.875	215742.3438	162494.3125	206702.9844	451050.3125	522275.3438	564328.625	692765.9375	450958.1875	748705.625	403292.5625	193158.4219	213901	23895.54883	73881.32813	459487.4063	104354.2734	166385.7969	247759.7188	353313.2188	855642	713578.75	454081.8125	1031103.25	857889.5625	273275.5625	322881.5625	473418.4063	539207.25	735317.875	365909.1563	548046.375	180150.2031	310298.3438	214413.9063	188629.2656	826313.3125	168486.1875	605252.3125	310883.6875	293602.875	649496.875	281649.4063	117886.6406	340599.1875	184876.9688	257286.625	651150.75	354623.7813	192566.5	318495.5625	361121.3438	409048.4375	443268.8438	562139.625	1118643.375	681632.4375	210294.0625	195247.9531	95365.32813	445503.3438	384999.0938	280643.8438	218936.4844	195637.9844	462770.4375	934198.375	556100.9375	897042.6875	345966.4063	748921.9375	584200	561154.875	635044.1875	338262.7188	425126.6875	635339.75	698644.1875	591175.1875	294497.3438	488582.75	793692.125	899662.5625	952331.0625	1049200.625	914259	460449.4063	731860.375	824942.875	420486.9688	323563.2813	1061920.875	353130.4063	630976.375	489437.0625	846086.25	424307.9375	369561.0625	583272.625	1434593.75	1982051.625	609833.9375	664480.0625	283953.2188	460464.0938
met_683	16496050	17595162	16427768	7032778.5	4288909.5	10254859	12874814	6792171.5	23069770	5936788	11119690	6216686	19014624	19356980	6273413	147229440	29397492	25312786	14065402	13527785	26542748	27290440	18614048	19568678	32582694	17896942	79864736	11938448	7603370.5	19443194	11171770	19555764	30784232	10098647	9659988	6397167	7942733	16457262	2915854.75	4201133.5	5264457.5	2200323	1566926.875	11004262	10120237	9002851	8186836	22320738	25450738	22933570	49064360	2215634.25	2590772	5695473.5	4636120.5	17676340	13848524	8540665	16053203	24868368	15657887	24371916	26069866	22874634	15902400	14340359	20837450	26826774	18617718	17214822	6110314.5	5257735.5	24599632	17817478	36759196	17242782	19982050	16389408	14511198	13602810	23078474	20412972	28462366	11128984	3091918.5	13391932	16421791	21509026	36741336	13850118	1013085.375	16372577	17828600	17142250	21365516	21968992	8896604	12827643	31606722	41030576	7484735.5	16870088	11324507	5794028	19947128	10863563	21420078	26803896	17559644	16546356	10380957	8104893.5	7963714	21078068	8189324.5	24215628	9374372	18393816	19046930	21207504	17793602	2876206.75	5492516.5	7489681.5	4070075.75	5405794.5	14535883	4670130.5	4198197.5	3774042.25	4257617.5	4728358	12666158	14598576	6867729	3643800.75	3875155.5	2474869.25	2889200.75	6062255	4379388.5	5171163	4643799.5	4513125.5	5689319	4734735.5
met_685	4400890.5	5920058	3259358.75	5383435.5	2464096.25	2316617.25	3928341	2235617.5	1725995.25	850931.75	3489551.25	1166810.5	1204905.125	1166763.75	1798493.75	3099023.25	4045917.25	3815840.25	2681767.75	3691832.5	2679176.5	2836501.5	2167006	2706145.75	7756405	9104486	7487700	4450080.5	3401648.75	3521419	2413881.5	7545629	2899662.75	4103687.25	5344723	3250996.5	5984649	2884744.5	8201610.5	6905868	6518133.5	5001310	7832190	3813219.75	4031184.75	6499022	6974596.5	4679003.5	4955368	4255516.5	4405732.5	4175388.75	1972098.5	2536942.25	1331960.125	3556100.75	3688382.75	1744364.75	5370762.5	2600644	1619863	2968610.75	2304756	4232538	3088405.25	5171588.5	5925389.5	4001423	4538761.5	4625574.5	5342860	6075316	1834265.375	1214269.75	1325571.375	304925.6563	3776881.25	1052426.5	4208637	4609421	2339316.25	2162793	4147908	6486129	6177196	3519701	3654072.5	2157123.5	3452748	8181813.5	7423619.5	992997.75	5331323	5760411.5	3296697	3656413.75	2770146.5	6170019.5	3951588	3199583.5	4105526.75	1180973.125	3589835.25	894919.25	2635642	2452260.25	1588022.25	902807.5625	3393759.25	1887054.5	1058112.25	6105933	5498067.5	3019244.25	3115962.75	3522316.5	4855617	2888352.75	3088973	4559594	4455708.5	8748031	9678139	5083541	6216849.5	4379172.5	7087413.5	6623762	8520280	6529980.5	4825445.5	8496871	6332877	4713514	4586191	4999759.5	7518300	6409734	6157933.5	7650818.5	6424347.5	5801454	8310959.5	6088163.5	8645224	7970989.5
met_686	1207762.375	2346493	1167715.375	1827327.125	1181422.875	908885.4375	2009915.125	998771.5625	875246.6875	297782.5625	1352060.75	200598.5156	242912.0625	501872.9063	7631.776123	0	1115127.5	1711861.375	846113.9375	1527638.25	469103.375	1286815.375	741703.9375	1281405.375	2314524.75	2560277.5	2565522.5	2396618.75	1652779.25	1704706.125	1324678.625	2297422	836823.8125	1560501.375	2386112.75	1232884.375	2568471.75	1627391.875	3425123.5	3234996.75	2915359	2859332	3428955	1744479.875	1998061.625	2595396.75	2665997.75	2296654.5	2086316.125	1423333.875	1794609.75	2336521.75	1200176.375	1308932.875	458978.0313	1766038	1813750.75	556880.25	2140040.5	1292136.125	918225.5	171602.9063	51042.34766	2045803.5	1413041.75	1986625.5	1685530.875	1582817.875	1715840.25	1675764	2639174.75	2796738.25	666713.6875	603874.25	643626.0625	58933.74219	612037.5625	492301.75	1871268.75	2252199	1206879.375	1092315.125	1617713	1967900	3036919.5	1296415.125	738168.1875	581590.125	1193159.5	2635826.5	3725052.75	468286.6875	2182752.75	2559251.25	1619176.75	1461955.625	1199463.5	2474010	1511791.125	1609455.5	2034486.25	669690.25	1963076	479174.8125	1480853.125	1283719.25	770793.625	514615.5313	1670671.875	0	5009.84375	2572541.25	2568954.25	919404.4375	255448.9531	341671.9375	2197650.25	1358475.5	1443663.375	2015760.125	1893674.75	3093632.5	3217817	2207752.5	2893201.25	1930878.25	2657122	2815009	3104700.75	2853292.5	2357330	2853791.75	2516437.75	1985485.875	1957907.625	2555368.5	3220371.75	2932211.25	2594319	2574251.5	2351161.5	2290908.5	2722514.5	2482555.25	2652135.5	2533336.5
met_691	183141.6719	424976.8438	168143.3125	239273.7188	142869.5156	145449	329639.5	176771.6875	197444.7969	58163.28906	196845.5781	42124.6875	43301.44531	75848.15625	0	0	152396.0938	228025.5781	134775.4844	255300.6563	63009.18359	189569.125	119699.5156	214213.8125	359000.875	420731.5938	358104.5938	314679.25	275774.8438	223843.9063	184918.1719	362950.5	131581	250230.125	295615.4375	181996.5938	374567.7813	192311.7031	551186.6875	428251.3125	436879.6563	408270.5	500482.2188	251399.0938	320865.8438	382197.75	420346.8438	298008.7813	384871.9688	193231.9063	304528.875	388477.9375	188026.3438	206416.8125	71299.6875	240786.1094	275110.3125	98013.55469	292284.25	199720.2969	104061	41808.04297	52800.94922	293085.3438	171111	325204.0938	254405.1406	253555.7969	283800.6875	278305.9688	397469.1563	461054.0313	121950.6328	84206.26563	84464.96875	19299.7168	126688.4688	73590.74219	259273.8906	344801.6875	166625.6094	128285.9219	244537.8281	332509.3438	450689.0938	182158.375	93409.35156	87840.40625	171958.625	405678.1563	548588.125	83577.21094	302006.9375	334735.125	178595.8281	218418.9844	180283.4688	406548.25	193674.5469	210562.375	270003.7813	100255.8828	241920.5	91321.69531	254086	155109.2656	129856.8828	81612.33594	233311.9063	49008.28125	14472.8252	412000.5313	392417.5	175430.3281	55779.69922	62752.4375	305212.625	174708.5625	216061.3906	280531.9375	329515.9375	556336.3125	531697.875	436462.875	476288.4375	296965.875	448681.6563	514625.75	516272.4063	464081.3125	389544.8438	505657.1563	470458.8438	326427.9063	356331.4688	417112.0938	535081	499840.4063	473997.3438	488724.9375	441735.6875	401632.7188	532709.5	416089.875	524100.4688	481253.2188
met_700	3055893.75	923900.875	301717.5938	1235435.25	574322.6875	1682441.625	2791043.5	10057.27344	2574376	145905.1719	541010.0625	515732.0625	1524535.75	11058.84863	1230900.75	1987375.375	271503.625	303138.9375	1635015	1745305.25	796212.3125	897102.0625	702401.625	724637.1875	4167972	869095.1875	3660105.25	670248.375	253864.5781	55977.76563	893164.4375	1090225.25	101787.4922	664339.5625	596174.75	833766.5	219911.9375	366596.5	783878.5	887761.375	3504848	206611.8906	1643504.625	531740.75	436971.875	817381.4375	1107672.75	882705.4375	968654.3125	362853.5	1540637.125	2316605.75	1101492.75	0	203287.0156	1715723.25	2380055	260475.8906	3156364	2853564.25	881199.6875	3604483.75	986965	2326058.25	3629295.5	4394909.5	2425570.75	3569446	1621400.625	1797645.5	2830805.75	2845607.25	942560	455538.4375	3637366.75	1105806.25	693368.1875	57874.12109	873605.125	1844353.25	2473052.5	612512.5625	18425.81152	1144947.5	735771.6875	2085219.625	701553	1763015.625	3218868.75	1866469.25	748620	791913	1293270.25	1663625.25	749990.4375	942742	157583.75	18528.06641	89035.79688	2018909.75	807288.8125	8324.143555	11143.75879	18746.93359	1580554.75	811287.5625	279844.5938	1018265.25	1001615.563	520949.3125	528850.0625	1714389.625	2012673.5	1606132.875	13192.4873	1996666.875	2415511	380162.875	553498.4375	1233665.75	1776440.625	5392038.5	7569800	3616772	1108959	380542.375	1969268.875	1463038.125	3213904.5	3129217.25	3696989	6683659.5	257671.0625	491693.8438	1654206.5	668497	652196	1500205.625	3060511.75	2806590.25	8126487	1132443.125	1900818.625	2002291	1749386	1886530.375
met_711	10672695	12698252	8996098	2436011	2248373.75	10125651	5256877	5360424.5	8633614	2414556.5	11040734	3769808.5	9376488	9150473	6976448.5	16776408	17829520	17677608	8635373	9063399	6340798	6637071.5	9645534	9846693	10474812	12700876	7815542.5	14533812	9990549	7622434.5	2686534.5	14542619	6399325.5	1801566.75	17997510	4401792.5	10554541	6651097.5	12313843	16231368	10718695	9553383	9449507	13641335	14674403	8615117	8900449	8703050	8673346	19563696	18596164	5297380	6873764.5	3656349.25	2304319	14452890	9819029	6583517	16333640	10952664	2598377	27223764	10766091	9145956	13934427	12187228	17043212	17578938	12316724	12543850	13003812	11013183	8084762.5	8600065	6450616	3713419.5	6302876.5	11695513	10488850	11562207	14720576	6418145.5	10506476	13882668	7280839	8596452	14184717	6137228.5	11970837	15672524	7267709.5	7520421.5	8538330	9295054	10272403	11118128	5095233	11907733	12649160	12003402	12275348	11005776	11373555	3200230	8244239.5	10188624	6894206.5	12122308	6279211.5	23687932	8373766.5	9166959	8927085	9995117	5983485	7387957.5	6522182	8948913	10032708	7661464	7883081	19753044	19200942	10111701	20688552	11915211	20236110	16801514	10942941	11952837	10536758	13397458	12417197	9979590	16451048	9002942	19714154	5570485	14471101	10681120	13760720	12911196	18677082	19436430	16807872	17863052
met_713	211527.0781	157742.75	8799.473633	42764.69531	24716.16211	32720.49805	12906.64551	26658.70703	182380.4531	29251.03516	132297.6875	21753.41602	42813.33984	39397.42578	11506.07617	29881.57227	63527.19141	217968.8125	38674.15625	54706.04297	27561.73438	52728.12891	18138.07227	22942.53125	36041.30078	162008.9844	81261.78125	76515.92188	153385.8906	158079.6875	171551.8906	79930.29688	137026.0313	117678.3359	633917.1875	165954.5938	247424.3438	150441.8281	62672.28516	74418.28906	159244.0313	50020.53125	39764.29688	94402.84375	144510.1563	89176.70313	87926.11719	132511.7813	182998.2344	207725.875	607896	109031.3828	50814.64453	257874.5781	28079.82227	946237.625	754172	114943.1641	498466.0313	1085382.25	229654.4063	731343.0625	585258	402356.5	1023398.875	1102892.375	550025.25	1706673.25	591410.75	826649.4375	808777.5625	970892.9375	1048966.625	589623.8125	551979.5625	524262.5625	848243.625	1004333.625	416775.8438	1377928.125	943553.5625	494036.5313	1949899.25	126848.6328	104261.2031	1173747.125	639585.1875	228027.4063	1124797.875	325734.1563	132528.5781	1160616	481571.7813	580601.75	684901.6875	937220.75	293017.4688	872200.375	636227.4375	622146.5	870323.6875	538717.75	1598489.625	932624	1644405.25	750805.75	607059.875	1560846.875	1222136.375	228216.375	620844.6875	1577926.625	1040728.313	438597.375	503998.0625	395013.4063	496282.7813	1108800.125	1366288.625	1375834.25	1622904.875	1175711.25	956458.3125	1861057.75	1800277.375	9218661	6372120.5	7096757.5	9157715	7640456.5	3094225.25	4255196	4836696.5	1477427.875	3463322	1851174.875	2809752.5	3386463.75	5120030	3027220.25	3508608.75	1957299	3630353.5	1923134.5	2428324.25	1273610
met_714	15524373	14514499	3874286.25	14753946	4583052.5	4566055	5546554.5	2180111	12363306	3033115	5926170	1928878.75	10011929	13403403	2810021.75	8224901	20004270.03	10739345	11529971	14625177.47	8771158.012	10295362	8218655.5	9954225	17612704	10821631	14385208	15441441.25	15760451	7813704.652	41932442.91	27514608	12017772	33541786.3	24441882.81	15556431.09	20420092	13561729.41	34974562.03	16695123.74	18212032	12818448.92	13520605	22250345.49	23806882	24443041.72	27256812.33	16189549	17383436	14384355	31739988.03	6721495.5	10379179.33	9566850	1192959.125	25973826	17815026.28	2291066.75	24872721.1	24455127.67	4974064	18484908	27380416.91	11078885	10713552	18240955.85	13826946.98	19700544	16891686.64	17748155.41	20482414	18696570	18123603.77	12279186.62	7717790.59	8755743.77	11165971.22	5046406.5	5959454	19386962.04	18539245	14913425.56	14789637	4713167.613	7490517.429	7206150.5	11234353	6458137	17213038	8105461.5	10691548	19755136.45	11960343.12	14379283	12546690	15376282	17575813.21	20968697.39	20055576.02	18436557.48	7320718.695	5324410.5	10676514	6899380	10302971.65	6009159.217	10671495.46	17852217.34	6663675.291	4508591.5	2638709.241	14038083	9187631.291	17363252.48	10296312.43	6849998.5	11601255	9715636	10715439.48	10366865	10783330	9008679.747	20813984.2	22503291.49	18059388.39	9017988.289	9263701.111	1278596.5	226246.5781	497922.0938	10155874	13824110	13328422	7347480.5	15844788	25124488	11923898.95	2026530.125	681149.5625	7603759.5	12021616	30008422	24520200	20251984	3299913.75	19922890
met_718	187298.1563	130982.8125	11688.34473	32707.33008	25475.69531	22065.33398	14485.89844	22617.23242	140878.5156	22950.49609	90649.89063	18309.89844	43287.76563	36390.09766	10751.38379	28474.10742	49684.09766	172395.3906	30432.86133	54136.9375	25716.24609	50013.65625	16130.05566	23999.70898	33043.99219	128652.875	79204.60938	71863.71094	138727.3438	127247.8281	106670.5	52287.40625	76597.96094	78015.14844	451711.3125	139346.0938	122158.7734	92937.41406	51661.8125	63506.19922	88582.28906	33582.48828	34513.95313	85823.17969	92007.98438	78846.65625	84009.45313	78707.14844	105289.8672	128665.2031	342398.7188	88055.73438	39391.94141	206677.1719	32966.63672	658808.875	622176.3125	81617.17969	376124.4375	867497.25	165759.6563	541414.8125	417690.3125	347810.5313	815694.6875	737104.5	353574.3125	1360913.875	475783.0938	555680.25	652141.5625	567713.125	665949.1875	367437.6875	478647	322872.5	591604.9375	739138.6875	310948.2188	926567.5	707745.125	333057.2188	1424407.75	93887.98438	82732.71094	699803.125	436178.5	173075.5156	780754.3125	232337.6094	103272.6016	617134.25	368916.0938	405504.8125	499719.3125	656542.75	224604.1875	646354.875	477394.9688	433669.1875	713476.25	373454.25	1305579.125	741032.375	1143447.875	495775.3438	421103.1875	1118983.625	828464.5	137167.0156	403098.3125	1147894.625	773658.625	380868.3438	388019.0625	285004.0313	403758.3438	752828.875	1057735.25	1035560.563	1177984	714507.0625	552938.5625	1105411.375	1030297.25	4132353.75	4116941.5	4440257.5	5242314.5	5378661	2015856.5	2303958.75	3158363.5	1040564.563	2082965.625	1063587.5	1769419.125	2200396.25	3630876.25	1860197.125	2196381.75	1127237.875	1919486.5	1157466.375	1331920	798890.5625
met_733	654303	1001358.125	149668.6563	277995.5	38393.61328	316046.0938	103248.625	12751.30762	305904	12019.79297	73990.8125	26667.39063	196630.2344	529502.375	5101.304199	514589.1875	3971061.5	871477.3125	358574.4688	418008.3125	584651.375	678618.875	383805.9688	407828.4688	2327649.5	1175549.625	187200.2656	1020218.938	34904.34766	69634.14844	3709666.5	489544.5625	70164.99219	173778.5781	482142.5	31075.67969	131163	368690.8125	404006.875	38544.1875	62453.40625	91722.16406	110976.5	372272	387888.625	777918.125	905297.5625	516069.25	570205.125	1830615.625	1829864	22701.66211	247761.6875	54437.57422	2628.244873	287403.8125	20709.33594	4049.423828	1310176	15485.8584	11237.02295	910726.0625	401456.4063	8012.371094	10798.125	399478.4375	58703.40625	282277.4688	499695.2813	536487.0625	377362.7188	229701.6719	156464.2344	45094.38281	853809.8125	247039.8594	16324.48828	205558.3125	12661.01563	35473.16406	96736.51563	3621.576904	221469.5313	940666.4375	0	6422.500977	51792.83203	48376.84766	117593.9922	712760.625	7778.960449	77831.85156	224510.4844	255141.5469	142809.5938	159097	1893511.875	609984.9375	466194.5313	224058.5156	0	0	412289.5625	8108.206299	7755.890137	20331.85742	0	1067617.125	9115.586914	0	76679.35156	447003	10074.04297	1573884.25	491310.2813	40694.02344	576518.9375	390648.125	413520.0938	96707.82031	102788.9375	18958.90234	53375.11328	350247.1563	74040.39844	363540.7188	23239.96484	11008.06543	0	83668.35156	10115.52637	25796.11523	84658.64844	8986.730469	1076880.625	2547718.75	20405.90625	5952.924805	15104.07178	39332.27344	220449.625	2024649.125	313012.8125	146892.3906	324660.6563	199782.7813
met_739	2031355.5	914657	344977.5313	656949.0625	343571	428651.1875	74553.28906	109734.6953	1994698	179425.7344	406162.3438	216474.3906	555351	111826.8516	246707.9844	484450.5625	338139.4063	959474.875	1011254.938	1189100	308386.0938	411101.0625	719669.4375	833393.625	451813.8125	233660.1875	545389.875	1248260.875	730619.1875	375965.9063	2074221	1436679.5	408037.7813	522291.3125	1758826.625	1435955.375	1851166	8524031	3693750.75	400422.5	1627515.125	625213.8125	622568.375	1179022.375	1361315	1166019.375	1212113.25	1648644.375	1892900.375	3495983	3641661.25	77803.09375	256219.6719	74795.14063	57125.63281	183976.0469	186629.2344	285864.8438	1074164.75	2152472.75	769319.75	4583834.5	2861889.25	877989.5	728920.5	2356253.5	1508796.125	1366360.25	1616066.25	1736487.75	1821197.375	1834420.5	2445521.75	821164.5	801739.5	2187856.25	334048.6563	238831.7031	1441136.5	3718521.75	1439780.125	419647.2188	1085115.875	972239.75	247233.9375	785745.5	2242749.5	298072.5938	1457088.5	1202198.5	599156.5625	2918709.75	1440027.5	1819855.25	1133856.875	1396319.125	6457004	1545621.625	286218.0313	560135.4375	241472.5156	132933.5781	1085029.5	198839.5781	2205364.5	2559529.25	723026.3125	4479375.5	803503.375	135145.1094	188248.75	3056295.75	1271287.5	3218297.25	301909.875	171954.625	1397470	1632120.875	2016412.125	1325435.625	1638066.75	591101.5625	670720.25	1894805.375	1017074	17931520	1916048.125	2610916.75	3255938.5	2686900	2471099.5	1770750.25	454238.375	872814.25	1944302.125	11980109	473581.1563	1004266.188	1208239.625	1297564.75	2164132	8307831.5	3987512.75	3957858.75	2932383	3881625.25
met_740	935748.9375	2405375.25	2454959.25	1477864.5	902011.5625	1017112	448237.4375	746416.75	1403384.25	473042.5313	1743216	434789.4688	2083482.75	1557850.875	152540.4844	1746135.375	2096971.25	2064865.25	843872	1278900.625	1065206.125	1246551.5	1148948.875	1286815.875	1323288	1244920	1410490.25	1240331.875	1863587.625	3304392	1742628.125	868688.4375	1312210.875	1834366.25	2390888.5	933041.6875	3280425.75	923373.25	886475.625	2891988.5	1490063.75	1081963.75	1216238.375	2028016.875	2122667.5	1306731.625	1606798.25	1156624.875	1334853.125	1425930.25	2262340	907017.3125	399731.3125	490798.1563	482179.7188	2149466.75	2116465.5	1027821.688	2410136.25	2397360.25	1869719.75	3079210.75	1014439.688	2486224	3180658.75	2435226.25	2147164.25	3120565.75	1582773.25	1648206.5	2468120	3068843.25	987795.25	1241184.375	515514.8125	587173.6875	1438102.5	2819398	2479110.75	4581651.5	3763954.5	1578944	1526748.625	1323105.875	1072717.75	3016352.25	2145082	891731.75	1855000.125	2504830.75	1405836.625	1524359.25	1330216	1641559.125	1430926.25	1779496.125	897075.625	2654166.5	1144126.125	1684590.5	4778967	2652518.75	0	1192217.625	4368115	3733023	2766151.5	2541978.25	3566261.75	805065.875	1009744.75	2487111.25	4270015.5	1852898.25	1148951.625	1737797.875	1271751.375	1199736.125	1606909.625	2206157.75	2949767.75	7062.842285	2762839.75	2065519.5	2257403	2288072.5	4835213.5	7966093	25937.41211	3325999.25	5768633	15394.65723	3362624.25	2673616.75	2004409.125	3109595.5	2917531.5	5783985.5	7764420.5	11703.59961	3442201.5	2105598.5	2909048.5	2130238.25	4267926	4400343.5
