featureID	b1_aos_122	b1_aos_127	b1_aos_129	b1_aos_142	b1_aos_145	b1_aos_149	b1_aos_25	b1_aos_27	b1_aos_32	b1_aos_43	b1_aos_46	b1_aos_48	b1_aos_50	b1_aos_54	b1_aos_58	b1_aos_65	b1_aos_67	b1_aos_76	b1_aos_78	b1_pool_mutant_b1_01	b1_pool_mutant_b1_02	b1_pool_natural_b1_01	b1_pool_natural_b1_02	b1_pool_pd1074_b1_01	b1_pool_pd1074_b1_02	b2_aos_102	b2_aos_103	b2_aos_106	b2_aos_107	b2_aos_108	b2_aos_124	b2_aos_130	b2_aos_165	b2_aos_167	b2_aos_170	b2_aos_173	b2_aos_174	b2_aos_175	b2_aos_188	b2_aos_192	b2_aos_199	b2_aos_200	b2_aos_56	b2_pool_mutant_01	b2_pool_mutant_02	b2_pool_natural_01	b2_pool_natural_02	b2_pool_pd1074_01	b2_pool_pd1074_02	b3_aos_184	b3_aos_185	b3_aos_27	b3_aos_28	b3_aos_35	b3_aos_36	b3_aos_37	b3_aos_38	b3_aos_40	b3_aos_42	b3_aos_43	b3_aos_54	b3_aos_71	b3_aos_74	b3_aos_78	b3_aos_86	b3_aos_90	b3_aos_98	b3_aos_99	b3_pool_mutant_01	b3_pool_mutant_02	b3_pool_pd1074_01	b3_pool_pd1074_02	b4_aos_100	b4_aos_107	b4_aos_109	b4_aos_111	b4_aos_116	b4_aos_124	b4_aos_125	b4_aos_134	b4_aos_140	b4_aos_171	b4_aos_180	b4_aos_73	b4_aos_81	b4_aos_82	b4_aos_84	b4_aos_87	b4_aos_92	b4_aos_93	b4_aos_95	b4_aos_96	b4_pool_mutant_01	b4_pool_mutant_02	b4_pool_pd1074_01	b4_pool_pd1074_02	b5_aos_179	b5_aos_181	b5_aos_187	b5_aos_196	b5_aos_26	b5_aos_33	b5_aos_39	b5_aos_43	b5_aos_45	b5_aos_47	b5_aos_51	b5_aos_54	b5_aos_66	b5_aos_70	b5_aos_75	b5_aos_78	b5_aos_79	b5_aos_83	b5_aos_87	b5_aos_91	b5_pool_mutant_01	b5_pool_mutant_02	b5_pool_pd1074_01	b5_pool_pd1074_02	b6_aos_101	b6_aos_102	b6_aos_105	b6_aos_107	b6_aos_114	b6_aos_118	b6_aos_120	b6_aos_133	b6_aos_135	b6_aos_140	b6_aos_166	b6_aos_167	b6_aos_169	b6_aos_186	b6_aos_188	b6_aos_193	b6_aos_198	b6_aos_85	b6_aos_88	b6_aos_90	b6_aos_94	b6_pool_mutant_01	b6_pool_mutant_02	b6_pool_pd1074_01	b6_pool_pd1074_02
met_3036	925180.75	573832.875	230811.9844	481770.9375	289415.8438	464588.4063	114990.3359	445986.9063	207133.375	863994.375	122047.1797	603597.5625	73045.46094	815073.8125	923099.875	127902.3594	511361.9063	1132957.375	1145507.25	523542.5	752705.875	382821.5313	491623.9688	544877.75	672366.3125	1150879.875	780463.75	938514.1875	1059307.625	637172.5625	844989.625	693591	708682.5625	681001	585999.8125	1221363.25	339775.125	503630.0313	725863.1875	1010947.813	1331386.75	950619.125	521228.9375	842246.4375	1007218.688	641262.9375	732427.6875	723858.4375	818199.1875	530534.75	973705	384804.6563	215614.9375	295154.1875	84206.19531	1349483.875	868930.25	264485.75	1610579	1035338.063	451488.125	1147637	884425.8125	842808.25	734705.9375	1430215.5	933747.1875	1473787.25	800991.0625	1058962.625	930060.375	1088443.875	754162.125	730023.125	754449.875	572485.1875	557056.25	1011427.938	530331.5	1445185.625	1062121.625	478736.8438	586360.6875	429252.125	467486.375	440404.4063	886295.875	681781.8125	1150056.125	614539.0625	393999.7813	496138.9688	584564	752201.5	781448.375	865060.625	419865.6563	600456.375	1767780.5	821685.9375	390548.25	518201.4063	895716.25	705328.0625	454850.9688	464611.4063	834300	817878.625	481410.0313	439984.75	1283873.75	676469.9375	901752.375	424502.3125	522454.0313	724853.8125	585474.5	679212.5625	633869.0625	747753.3125	1462543.125	743294.625	1105673.875	803643.375	555962.0625	1436589.125	629191.875	1383828.125	1297891.625	682099.1875	4384324.5	699983.5	380644.8438	678116.125	649349.4375	395764.8125	322883.2813	860130.125	5167415	1093006.5	652812.8125	1130669.625	1307374.5	772121.625	825475.75
met_3044	9624190	9312686	4240206.5	8470761	3256235.75	5114176.5	1228787.25	3356629	1105719.5	3276674	657580.9375	3770236.75	544696.4375	2304776.5	3714819.75	1730098.5	2524043.25	6035034.5	3876119.5	3884549.25	6253387	2665191.5	3717750.75	2699848	3902404	10127846	5317875.5	10215069	4760770	5398417.5	7588501.5	9344828	19233108	7869780.5	17787276	8012850.5	3272301	5492131.5	5126606.5	10184564	4061279.25	9812634	7116952	5556016	7951346	7229095	9636531	6100058	7976949	2635683.25	8223786.5	2823961.75	2464776.25	1509954.375	489354.3438	4194350.5	3569737.5	1406865.75	6427656.5	3636991.75	2591839.75	6174814	5230138	5054842	3904534.5	11452703	5918888.5	9355267	4397511.5	5531304.5	6468056	7056861.5	9086632	5159394.5	5688451.5	5799900.5	8840514	5733062.5	4110477.5	11471585	4857034.5	4591896	7891506.5	2186167.25	3334195.25	4810377	4171326	7184827.5	10216595	3491591.25	4860239.5	4452647.5	4932055	6334297	5845689.5	7022929	6938750.5	9964909	22745732	6731476.5	2271199.5	2982690.25	2953439	3425818	2037813	2447566.5	2052371.5	2994730.75	7109714	2150288	7137182	5342013	5493600.5	8212538	5355464.5	3708313.25	4476350.5	5535104.5	4754133	5765176	9951704	11258821	8393933	6975170.5	5721006	7056057	9802374	8628957	6043736	5557480.5	8344093	6566759	3033675.25	7514373	4037165.5	11019043	3666311	2749265.25	8575078	9754465	8211306	6574532	7685359.5	6920311.5	8158093
met_3046	4601818	3500342.25	2351065	3599468.5	1821494.5	2479736.5	601004.6875	1906268.125	556046.375	1423902.25	320862.2813	2016064.625	197829.9688	1308969	2197645	1032539.938	1378986.5	3227027.75	2218630	2302195.75	3173117	1551064.75	2074295.875	1604445.75	1986835.875	4812655	2895731.75	4611135	2415222.5	2805719.5	3338187	3163810.75	7130062	3510293.5	7189434.5	4271714	1859605.125	3302297.25	2635542.75	4545194.5	2313748.75	4162032.5	3888391.5	3009030	4068786.75	3693830.25	4549807.5	3094239	3767900.5	1487220.625	3773327.5	1736038	846576.5625	722247.4375	145493.7813	2136634.25	1942268.125	765109.3125	3277657	1669064.875	1523498.25	3106848	2535048.75	2775015.25	2125804.5	4873287.5	2916888.25	4614727.5	2100540.25	2959089	3292007.5	3474684	3362010.25	2714742.5	2822177.75	2594278.75	4409514	3156087.5	2296400	4455577.5	2689866.75	3166066.75	3248161	1007721.625	1998538.25	2504131	2278127	3188124.75	3679727.5	1615794.5	2549546.75	2089093.375	2639582.5	3218900.25	2870397.5	3485336	2813380.25	4372110	8218119	3568568.5	1450051.625	1793346.125	1563080.125	1599510.75	1288529.125	1222960.75	1173602.75	1664767	3603887.75	977501.5625	2676962.5	2671568	2787139.25	3305148.5	2698875.75	1906281.375	2373238	2764968.25	2283295.5	2752564.5	4563639	4990385.5	3819516.5	3596199.25	2614678.25	3853397.25	4529896	3989399	2940926.75	2856567	4066384	3245338.75	2055696.25	3975090.75	2187679.75	4670857	2294178.75	1463110.375	4055908.5	4211503	3121999.5	3115168.75	3719878	3481604	3668905.5
met_3047	3531252.25	11252618	2258500.75	5924644	2723165	3789366.5	2211261.5	3112613.25	643275.3125	3837248.5	805299.8125	2810715.5	439303.0938	2736478.25	3352618.25	879203.625	2222820.5	5097072.5	3775010.25	1656752.875	2362412	2326120.25	3089808.25	2647548.5	3297741.25	5992312	4218363.5	5351860.5	3314820.75	3211902.5	4854200	14185862	8013806	6131680.5	5681276	3046142	1927640.125	2860640	4470931	6465450	1863780.125	8615374	3957334.5	2683403.5	3519875.5	4917598	6525727	4584419	5866555.5	3328959	11273301	2837635.25	2892099.25	2911060.75	366168.5313	2704151.5	3415970	943340.0625	4891929.5	4114920.5	3010740.25	4801386.5	10952980	4351276	3393857.5	11126943	5550066	7445805	4290249	5754822	6677866	7792222.5	17119646	3032375.5	8965836	9416607	3275221.5	4363586.5	2912172	9720048	4663993	1783903.375	7482157	2829629.5	2091790.25	3547543	3439251.25	5946090.5	12160785	3971020.25	2146426.75	6493061	4754875.5	6038702.5	5394732	6254317	7983065	11374102	6707780.5	3879437.25	1506763.875	2320723.5	3717239.75	3896609.5	1710643.125	2541282	5613905.5	3336516	6280341.5	1371471.5	10830999	3862149.75	6825053	8483966	3900841	5888459.5	3592545	4154948.5	4329100	5602785	5324126.5	6173141.5	10895582	3907522	7088591.5	2996226.75	4595392	5134781	6147039.5	4592721	3181259.5	5293346	1396554.125	3554875.75	3612488.75	4331341	1858236.875	1724582.125	4428165	9818641	11697710	4407929	5612104	5080838	6163745
met_3065	217319.9063	251457.0313	275371.7813	307814.4063	149675.6719	210025.6719	58222.50391	166553.25	89262.30469	398149.1875	54754.03906	221301.4531	37391.39453	195182.5938	293553.4375	106695.375	257557.1406	451926.4375	388328	100958.8516	155243.2031	149960.5469	198786.7344	218954.8281	262958.5938	304723.8438	255907.6563	207780.7969	147959.9375	170803.8281	451603.4688	1747048.5	325600.375	230107.2031	709239.5	272260.2188	112715.5234	204448.5469	273354.2813	425547.625	119314.2344	384138.625	116167.0781	208777.625	261216.7031	399807.1875	491421.7813	260505.9688	348361.2188	220089.9688	810073.9375	136820.9531	98453.88281	180050.7031	39218.25	271666.0938	342349.2813	122200.3516	319024.3125	478402.6875	133369.8438	769664.75	623193.1875	405547.8125	251683.0938	365102.9063	277703.3125	251713.0313	359654.625	418730.25	421432.6875	481297.0313	561799.1875	184417.4688	167893.8125	316646.5313	257778.1406	540543.5	232541.25	427377.3125	348519.6563	244014.0156	529367.1875	128055.0313	87854.71094	215011.8594	266832.6875	260457.4844	535059.625	86630.46875	118707.8281	309378.875	225770.5156	285915.5625	387067	440287.9063	373078.4063	604009.4375	364407.625	367991.5938	188826.6719	162381.75	325166.3125	424018.6563	182335.3125	383616.125	340440.9688	244701.3594	268417.5625	319541.3438	599368.4375	373214.2813	335159.4688	249162.6094	206639.6875	164412.1875	241741.6563	293244.6563	321763.625	394059.4688	224174.3125	247440	498830.9375	206255.4531	591374.6875	215327.3594	382631.6563	347735.1563	307152.375	323478.125	328712.5313	269660.4375	176113.8438	505631.0938	220469.0156	355744.8125	134520.3438	129934.3516	286643.75	354575.6563	887401.125	320900.3438	450193.1875	264129.8125	314899.875
met_3093	2986950.5	29071132	1557837.75	3264372	1203443.75	2295612.5	963308.4375	1811859.25	193175.5938	2327113.25	193252.4219	689563.5	72963.35938	1327766.25	499871.2188	614223.625	1001093.5	5794115.5	5539716	1071224.5	1650398.75	2099353	3336767.75	2310231.5	3040861.5	7002651	1140578.375	7911135.5	3236925.25	2238296.25	3403449	22291260	19792432	14129135	1915816.125	1244191.875	1749898.375	967568.9375	8887102	4633152.5	3744541.25	17598792	1416456.625	1445945.25	2074809.125	5293174	7655980	7264070	8815619	4928640.5	19358806	1346975	1994208.25	1031360.688	114634.3516	1190887.125	1242219.875	165724.7188	1027529.25	2871591	1353238.75	5862647.5	19341482	5740471	5448048.5	25021578	3055732.75	23416674	3973798.25	5358905	9232771	10815827	24570138	3047746.5	27285536	20740426	6429385	1796786.875	2380002.5	30994852	8320439	2117527.5	4227778	1501881.875	1815035.75	4621100	1174922.625	5701501.5	25808032	3519824	1120879.125	17542076	9598387	12220807	6872433	8059518.5	4983766.5	14194857	4705991	5324512.5	734253.8125	668006.125	2564652.75	2414306.75	1349989.125	1122087.375	4761499	1607554.875	2932151	859519.6875	4765116	6064546	6589350	7281398.5	3474978.25	4376880.5	2387625	3264186.5	4066920.5	4897110	4303060	6701062.5	13968433	3576060.75	3859074	3809825	4944781	4694312.5	6378791.5	9332537	3802238	11898640	961640.5625	1618474.625	7506150	2855921.75	1957130.5	2511556.25	4053928	18106230	13610293	5785553.5	6946919.5	9574012	11725195
met_3094	1486129.75	1538457	4520196	2003880.625	1389809.375	4106431.25	263347.875	831934.4375	1255507.375	1065907.5	447011.9063	2386191.25	609402.0625	713706.125	1087632.375	1955794.75	1344246.375	2166845.75	1458632.375	1073339.375	1560855.5	1047601.688	1477450.625	1586571	2004400.25	2003860.5	1804895.875	1726920.25	1061355	1078171.125	2913666.25	876455.4375	4382872	1861441.25	2216826.5	711676.4375	1704862.25	2157954.25	1475473	1943162.875	1170418.125	1492309.5	820398.25	839369.0625	1092262.125	1554201.625	2147474.25	1605461.375	1815926.75	2907779.75	1296310	660947.375	256087.4219	455218.4063	519791.1563	505128.7813	1104851.625	2112093.75	3169133	1130217.375	811647.25	2780283.25	929284.125	1919456.25	999731.5625	1402754.5	9741661	1273382.75	2650134.25	3190250	1347189.75	1474706.875	792154.5625	1245211.125	952457.9375	1599241.125	2095141.125	1876553.375	7837291	1232296.125	1716320.375	1719784.125	849214.3125	3915452	1881626.5	2646104.25	5667483.5	2285112	2397645.5	5242151	2230172	1184470.625	2442828.5	3066276.5	1500886.25	1801523.75	597896.875	1013342.188	1249999	1780694.375	1261727	2578718	651276.1875	1086569.125	724114.5625	587894.5	717012.6875	872626.6875	4705372	1343615.375	1153932.625	1755365.375	1289404.125	1130236	1818912.875	909018.3125	1007122.563	1271129.25	1029726.5	1285563.625	4065757	1794372.875	950070.1875	1371700.25	1111614.625	1181708.625	1682572.375	1730797.375	1206659.625	1725445.625	2035357.75	1639649.125	2092725.625	893306.875	1074579.375	4024056.75	1365936.875	937764.25	2233446	1180654.125	950615.375	1542236.375	1788396.875	1405464.875	1720530.625
met_3099	915362	593296.1875	475515.0625	253040.6406	119139.8359	239122.3594	8785.597656	22700.55469	28222.5	142838.3906	17346.82422	62584.21094	14558.30176	46215.75	36898.51953	83796.80469	22327.60938	124462.8203	425512.5	84337.25781	117292.0234	63790.74219	82496.42969	83247.20313	137937.4844	391127.125	244858.7344	579508.0625	281891.8438	280692.4375	502607.875	186588.875	156871.75	196484.8281	45555.89063	147854.2344	291929.2188	70062.76563	170602.2188	98876.57813	251934.9531	372426.0625	71353.39063	127570.8047	176595.9219	148652.1406	190546.375	510880.125	652408.0625	355016.375	243686.125	60536.23438	59917.85547	45697.54297	12258.70313	92363.72656	124270.1094	71468.33594	145090.3281	180275.6875	125002	762178.8125	953901	760183.0625	816213.8125	955399.125	1581090.75	1476451.25	1281123.375	1649678.375	1152105.25	1410761.625	460351.4688	884319.375	1248197.375	1246787.125	864401.75	1096819	1268613.5	1267001.125	1039195	565211.25	389176.875	818294.625	495237.9688	947523.75	220543.125	3223791	1228368.125	1048643.5	198075.4531	596602.6875	943489.0625	1283679.25	1450805	1607535.5	153589.3906	170086.2656	397049.4375	602907.375	28010.82813	52575.58594	69620.65625	113741.6172	54543.75	52617.73438	114465.2656	101499.0625	849892.625	333674.4375	193223.2188	666284.6875	428503.1563	189225.7656	287286.9063	495708.5	235601.3594	298667.9063	260924.8281	306501.5313	1434258.625	692078.8125	244208.875	488890.125	444263.5313	996346.875	746389	677078.0625	991854.0625	708128.0625	591801.4375	878505.4375	507670.2188	283846.9063	581011.5	1242187	629646.8125	450159.9063	214173.0469	363117.7188	177151.25	490641.8438	586514.9375	762041.25	929343.1875
met_3107	386176.1875	186347.8438	334848.4063	892830.9375	461453.0625	528899.625	132840.8906	258565.5625	152781.0469	421803.3125	109163.5703	344053.375	73239.25781	260999.2344	531387.125	174800.0469	289910.6875	488285.8438	374896	236627.3281	281210.25	212825.2344	324769.5625	284383.7813	349661.5313	558355	610853.6875	498547.8125	378462.1875	381548.8438	585756.9375	467851.1563	280067.7188	389750.875	983168.875	331875.9063	247528.875	425395.25	339860.4375	501822.0938	277681.9063	376057.8438	544690.5	334626.25	456222.2813	450628.5625	570190.25	409192.1875	466269.0625	337623.875	499782.9375	231846.6563	213875.7031	182445.6719	68723.73438	284869.125	275931.6563	275994.4375	620919.9375	511312.2813	295280.9375	428405.625	410937.1875	384014.0938	267745.4063	350620.75	631436.3125	280057.875	366474.9063	536860.125	333033.8438	372196.3125	495209.625	303877.7813	487871.5	476061.0938	316122.5938	536427.5	465577.3438	361954.2188	415813.4063	318093.625	513980.875	360967.8125	303710.875	390247.8125	435710.9375	473753.3125	434594.75	545632.0625	390401.5	360410.9063	326472.0313	467029.9063	432306.9063	390972.0625	358546.125	428550.0625	369912.0625	478708.75	210583.8281	436637.7813	444686.7188	483927.6875	219940.25	233857.4063	268173.5	249065.3906	710709.0625	229618.5156	374954.6563	368654.7813	372316.0313	356004.1563	301754.5625	298610.8438	290089.2813	325103.0625	274490.75	361520.9375	592513.25	568294.1875	435663.0938	351910.7188	488064.5625	387313.4063	391083.75	375850.875	417986.6563	344088.8125	419682.75	372475.7813	237020.5938	496338.625	310846.0625	544357.125	231552.4063	202384.7344	332240.3125	289129.9375	489561.75	357595.2188	433310.6875	307997.4688	349317.4063
met_3122	4797607	737138	1427970.375	3203289.25	958885.75	1942927.5	927205.8125	3067059.75	348836.875	1257369.625	252998.1094	1143616.625	245883.8438	1266772.875	2526064.75	530168.125	1382380.375	1230817.375	3044940.75	2200003	2854562	833114.125	1237624.25	1482352.75	2041838.5	8117152.5	1978831.375	5913649.5	2587077.5	1688170.875	2401006	4864313.5	2281281.25	2433097.75	10776690	2486768.5	1226740.875	933902.875	5211361	4408417	920518.25	4618884.5	4820329	1664538.625	2383110.75	2924645.5	3829987.5	3126995.75	4425270.5	1041763.938	5914244.5	2618834	2224019.25	1120544.125	213751.4219	2464299.5	2002088.5	596027.875	1588649.125	1498537.375	1342040.5	3460168.75	2589249	3767277.75	2291507.75	4524044	1759304.875	3415653	1766409.625	2230899.75	3035572.25	3772589.75	4542261.5	2566345.75	3833646.25	3017497.25	1691489.875	2097574	1193431.625	2659181	2332078	2601967.25	3264269	907943.125	2140181.75	1671373.75	1302293.875	4879175	4741372.5	1008911.063	2357736.5	1643313.875	1906554.375	2341968	2664784	3610810.75	4001583.5	4340398.5	3972644.25	5721917.5	1265904.75	1036496.25	1241748.625	1179086.25	1035341.75	866463.625	1054975.125	1394892.5	1616106.375	1342640	3340743.25	3235439	3437048	2385854.75	3625374.25	2852181.75	1540645	2021183.75	2558844.5	3023035.25	4295685	7422390.5	4123087.75	2924607	5511760.5	2319152.75	3552431.25	1901735.375	2906363.25	2357822.25	4831352	2184104	936451.0625	4076569.25	3575938.25	1435442	1843104.625	993757.5	2721510.5	3390153	4054011.5	2352377.5	3214959.25	2931990.25	3663786
met_3124	13574725	1964265.75	3968005.5	8809088	2655502	4948470	2528357	7811617	1016952.875	3427559	765887.9375	3079022.75	613860.875	3489755	7204891.5	1488534.875	4137603.25	3214823	8354240	6478260	8143876.5	2472074	3358141.75	4224238	5259437	22187024	5975038.5	16837304	7332450	4940156	7004876	13457324	6733555.5	7301387	31396418	6909386	3419181	2741434.75	14323889	11388655	2603826	13347841	13408549	4933827	6597055.5	8539755	10758355	9435356	12045964	2750436	16636995	7610163	5967396.5	2981694.25	545343.9375	6682161	5658326	1608505.25	4363949	4100421.25	3501577.5	9535197	6871920	10133909	6501332	12815041	4862363.5	9428282	4734423	6405262.5	8724372	10696173	12860174	7113414.5	10698019	8277769.5	4738279	6184058	3033500.25	7579622	6637826.5	7122901.5	9315774	2337894	5731515	4756571.5	3445565	13663952	13923168	2613636.25	6491550	4761799.5	5182524	6542738.5	7640732	10208794	10628461	12386788	11108877	16549416	3225458	2644302	3677984.25	3219857.75	2889883.5	2460105	3069768.75	3821659.25	4455290.5	3518070.5	9026675	9271270	10147288	6494082.5	9612145	7590200.5	4265395.5	5378716.5	6963680	7643824	12394805	21005372	11553243	8177106.5	15043030	6090075	9635518	5603796	7976798.5	6274074.5	13888143	6284444.5	2571711.5	11535077	9535337	4343234	4992702.5	2910501.75	7585826	9706122	11382051	6792538	8900438	8812633	10163912
met_3125	13523049	21699362	15928729	1312683.5	697662.3125	10070566	6448996	10805939	3817673.5	11032308	2618430.75	11850911	1860522.75	10035601	15446030	6312508	12203983	24247064	16632076	7112220	8981568	7593713	10504569	10174422	13400485	20079692	19205000	15867409	9406775	8512283	23384834	3626524.75	27761460	14981491	1869105.875	13696023	6059860.5	12296236	17697278	25932126	9436012	20864970	8150662.5	9603691	12518301	10484968	14727101	15511806	18592606	18670476	34254932	8977093	6385702.5	13850662	1200921.625	14442404	18812952	3752867	18705894	12228699	7729959.5	27306744	25810916	16892564	9284957	19805120	22993910	14147988	16952828	20573278	17741026	21014054	21686602	9058340	10809177	19432094	19066180	22631748	16894122	15288539	15675641	13029127	26898806	13053081	5760428	11206565	17311784	17437476	27424666	8914357	6946594	18654480	12751426	16355460	17934054	22478414	22044874	30226244	35924404	19220658	13133904	14035656	15418205	10307109	12820303	13236454	16691684	10354611	24548672	11755062	26374700	16057623	20295484	28008066	13524901	11198448	15806877	19261248	15156395	16936672	10505460	15857375	21373560	9885899	28456078	17956510	17461500	16987456	17360882	14523561	10218898	13898230	5347940.5	30654990	12468199	42952808	7584772.5	6168434.5	10136091	16913312	29063816	16753791	21145896	13045699	15171997
met_3126	882663.125	5689667.5	286134.0625	117397.4609	97946.89063	357887.5313	98732.30469	650643.25	283106.9375	1137869	231988	934760.0625	67915.35156	575278.4375	307999.9063	132847.2031	493880.625	1749236.25	820847.5	442617.7813	636591.1875	682276.9375	993906.3125	538505.9375	690887.25	774894.125	430346.4375	967915.25	984689.4375	836822.1875	385276	801608.375	5395710	948675.6875	493460.9688	1830729.625	642945.125	2752771	613962.125	1152909.75	3917915.25	1317892.625	447311.0313	1237232.875	1489386.25	1404977.625	1680669.25	672782.3125	842405.4375	777942.5625	1511848.25	572729.75	238733.9063	158519.8594	75664.52344	1510852	1056533.125	188962.125	2416636	1323749.75	319495.5	1083117	1390340.625	688694.0625	643010.5	2074415.125	866410.0625	3430162	980839.9375	1113010.25	1432749.75	1646972	884929.125	811269.25	546874.125	681946.125	3526976	471458.25	698798.6875	2618545.25	880525.4375	741961.5	1390401.625	390923.25	405842.4063	898502.75	778059	718849.1875	1455495.375	961050.125	537573.4375	908030.3125	873566	1143217.875	826220.0625	1103384	542686.0625	1931346.125	14247358	598956.875	932976	794165.5	1789322.625	961376.3125	1060360.375	459938.4688	700173.9375	568717.3125	709621.875	256220.5313	1583495.75	662669.3125	989388.625	3427395.5	572296	575689.375	2031258.875	2375165.75	849881.3125	1047720.438	1245988.875	580943.3125	950068.9375	872443.625	485898.9688	2127444.25	1002486.25	1345257.125	816129.0625	670848.5	1808867.625	981546.1875	238803.1563	1656045.5	497168.1875	4454096.5	418654.8438	554996.375	2678440	1747152.875	721694.8125	1263284.5	1566052.125	801835.25	951013.0625
met_315	1751506.125	704326.6875	1016090.688	280538.4688	145214.6406	1028961.875	154731.8125	785711.875	521504.0313	1416899	232304.4688	1552279.125	104486.2734	928805.0625	964216.1875	366298.0938	1063129.375	1294399.75	1540531.875	932934.625	1104363.125	395081.9688	846630.8125	993222.25	1058228.5	1264670.375	950456.9375	1473870.875	1092213.75	1087099.25	1100869.75	357700.125	1691207.125	1207491.125	586734.6875	1557898.625	961216.0625	1291912.125	1318511.5	1017442.313	1045301.5	1526413.125	712867.4375	1431299.875	1509215.25	606535.375	991804	1006061.688	1442379.5	775760.0625	1898641.375	598172.75	215116.4844	383669.0313	83341.92188	1493426.375	1439215.75	413608.4688	1712405.625	1550062.875	601726.1875	1941780.25	1508489.5	1449525.375	1674973	1798992.625	1472114.125	2011018	1130343.75	1618583.875	1530900.75	1561624.75	1656039.75	950037.3125	779666.5	971534.6875	1393368	1395687.5	1164817.375	1174967.75	1438311	863473.5625	1486863.75	804180.4375	628054.875	1386929.125	1445501.375	1262365.875	2123663.75	635705.6875	729760	801724.6875	926883.1875	1053519.75	1275929.375	1465098.625	1002343.75	1713290.125	1589616.75	1236226.5	943017.125	919554.6875	1286848.5	1384595.625	860840.75	644249.0625	1010619.313	1200643.375	1365926.75	588643.125	1524568.375	1368900.125	1232508.125	796975.375	882328.3125	649055.25	781988.875	1016146.875	981113.5	1230914.125	1721422.125	1235571.5	1258821	945388.1875	1168201	1318736.25	1278195.5	1757510.25	1243930.375	1163463	839406.125	1282675.125	670925.3125	1325587.75	944744.8125	747264.5	704618.125	778361.5625	800379.5625	1457434.625	1420650.375	947155.125	1321484.125	1253152.5	1391648.25
met_316	1570255.75	703924.9375	1014793.125	293669.1875	113477.4141	908822.375	146054	713890.1875	469569.4063	1329362.25	196716.5313	1433926.25	85546.39844	873323.0625	918450.6875	312876.25	986955.8125	1206549.125	1420297.375	906527.4375	1019272.063	371410.2188	755164.625	954435.75	1133101.25	1194173.75	812088.125	1338918.875	991569.5	1045978.75	1063198.75	310435.4063	1503118.625	1176720.75	645943.875	1348171.125	926574.125	1262326.25	1128978.625	940658.0625	922198.75	1478935	703214.75	1204596.375	1411628.5	566857.9375	973317.1875	1019060.063	1449989.5	718814.0625	1856770.75	528859.375	187843.6563	403666.25	78204.39844	1401297	1357985.375	382027.5625	1612885	1398552.25	557387.8125	1699471.875	1438655	1267878.5	1622768	1750480.875	1474485.75	1749768.25	968058.6875	1417609.75	1400749.375	1492026.75	1633222.75	955159.9375	721095.125	874868.8125	1316951.25	1243758.625	1065309.25	1199233.875	1360386.25	793561.9375	1397465.75	790093.6875	591048.625	1313906.875	1480413.875	1202820.125	1960139	593323.75	721970	831457.5625	926947.75	1086547.5	1229563.625	1400103.5	841660.5625	1658787.5	1769309	1163874.625	893238.9375	828179.625	1165861.875	1248340.25	771271.8125	566409.375	812001.3125	1001108.688	1192697.125	568183.4375	1335208.25	1314784.125	1110776.625	632222.8125	931150.0625	606603.6875	713698.625	946677.75	979908.5	1121900	1477613.125	1095072.375	1238948.625	966372.0625	1191725.875	1174265.5	1057175.75	1843151.75	1126800.5	1114757.625	804858.3125	1203512.875	567883.3125	1224693.875	940613.3125	650817.375	679307.125	728355.625	771207.375	1375475.625	1218110.75	892584.3125	1293414.875	1218756.375	1346126.5
met_317	762353.9375	358266.9688	508064.0313	166156.75	55762.10547	454671.0938	78980.58594	352453.9063	227107.3594	645648.4375	103571.2422	684681.5	42437.89063	472228.1875	486327.0938	157903.4063	437277.0938	559513.3125	712846.3125	420169.1563	530964.3125	182618.3906	336588.7813	364362.75	482665.2188	562008.5	457817.5	662841.25	565046.125	567342.625	550215	263631.4688	834860.75	589512.8125	312840.9375	694386.5625	449030.6563	606977.875	603949.375	513797.25	471055.125	711465.75	328686.125	582649.4375	706609.625	298929.5625	430803.7813	536631.875	590866.6875	396478.2188	916543.1875	282392.875	82400.67969	187903.9375	48973.90625	701827.5625	787299.5	186569.7188	824492.6875	653204.6875	286146.5625	910329.5625	612849	700267.25	771962.5625	832897.3125	754977.125	883051.5	475065.9375	685444.625	671681.875	733832.1875	750913.375	490966.75	327719.7813	483070.8438	638767.4375	699080.625	532257.6875	598427.0625	594875.3125	412707.4063	717247.6875	394319.2813	316381.2188	721099.5625	684310.875	568397.375	938132.5625	270206.5313	342937.625	388740.2813	423071.5	538106.3125	640055.875	681086	372562.9688	851527.1875	706543.3125	601416.9375	439464.5313	406023.0313	637945.3125	634998.6875	342065.0625	310104.2813	476224.875	580947.9375	568544.9375	257792.1719	805366.8125	607885.25	508570.4375	465839.75	443379.0938	276752.5313	384660.7188	501000.75	476255.1563	561618.4375	784777.5625	564751.3125	583314.4375	487007.375	628296.5625	577284.75	562891.1875	806793.6875	567356.6875	506069.1563	420049.7813	547658.3125	346983.5313	670128.9375	481898.9375	544827.1875	350672.375	354924.7188	367614.3438	644375.6875	619787.4375	495990	651462.3125	586338	657153.875
