comparison,FEATURE_ID,dm12272_01h_num_reps,dm11255_01h_num_reps,counts_dm12272_01h_g1,counts_dm12272_01h_g2,counts_dm12272_01h_both,counts_dm11255_01h_g1,counts_dm11255_01h_g2,counts_dm11255_01h_both,prior_dm12272_01h_g1,prior_dm12272_01h_g2,prior_dm11255_01h_g1,prior_dm11255_01h_g2,H3_independence_Bayes_evidence,dm12272_01h_sampleprop,dm12272_01h_theta,dm12272_01h_q025,dm12272_01h_q975,dm12272_01h_Bayes_evidence,dm12272_01h_AI_decision,dm11255_01h_sampleprop,dm11255_01h_theta,dm11255_01h_q025,dm11255_01h_q975,dm11255_01h_Bayes_evidence,dm11255_01h_AI_decision,alpha1_postmean,alpha2_postmean,flaganalyze
dm12272_High_vs_dm11255_Low_01h,FBgn0004432,3,3,858,400,7763,658,215,6643,0.13945238887041297,0.13945238887041297,0.116152208621607,0.116152208621607,0.552,0.682,0.6557,0.5373,0.7491,0.0144,1,0.7537,0.696,0.5748,0.7867,0.0024,1,0.7268,0.6623,1
dm12272_High_vs_dm11255_Low_01h,FBgn0261020,3,3,39,63,135,37,30,57,0.430379746835443,0.430379746835443,0.540322580645161,0.540322580645161,0.1091,0.3824,0.4006,0.2986,0.5124,0.0809,0,0.5522,0.5342,0.4149,0.6471,0.5611,0,1.2343,0.9398,1
dm12272_High_vs_dm11255_Low_01h,FBgn0266696,3,3,55,71,125,32,36,105,0.5019920318725101,0.5019920318725101,0.393063583815029,0.393063583815029,0.6731,0.4365,0.4451,0.3483,0.5453,0.2816,0,0.4706,0.4777,0.3668,0.5911,0.6996,0,1.1238,1.0537,1
dm12272_High_vs_dm11255_Low_01h,FBgn0031971,3,3,474,18,274,284,319,10,0.642297650130548,0.642297650130548,0.9836867862969001,0.9836867862969001,0.0009,0.9634,0.9113,0.7782,0.9489,0.0002,1,0.47100000000000003,0.4749,0.3864,0.5725,0.5231,0,0.3078,1.0565,1
dm12272_High_vs_dm11255_Low_01h,FBgn0034181,3,3,58,57,75,41,55,112,0.6052631578947371,0.6052631578947371,0.46153846153846206,0.46153846153846206,0.396,0.5043,0.5091,0.401,0.6193,0.8756,0,0.4271,0.4393,0.3275,0.5561,0.2973,0,0.9881,1.1397,1
dm12272_High_vs_dm11255_Low_01h,FBgn0030510,3,3,38,21,49,32,48,33,0.5462962962962961,0.5462962962962961,0.7079646017699109,0.7079646017699109,0.0509,0.6441,0.6027,0.4772,0.7187,0.1098,0,0.4,0.4289,0.3143,0.5472,0.2318,0,0.8163,1.1652,1
dm12272_High_vs_dm11255_Low_01h,FBgn0010228,3,3,937,342,1141,278,183,878,0.528512396694215,0.528512396694215,0.34428678117998496,0.34428678117998496,0.106,0.7326,0.6994,0.6061,0.772,0.0011,1,0.603,0.591,0.483,0.6903,0.0976,0,0.6563,0.8351,1
dm12272_High_vs_dm11255_Low_01h,FBgn0026570,3,3,48,54,25,22,23,15,0.8031496062992131,0.8031496062992131,0.75,0.75,0.7613,0.4706,0.4755,0.3637,0.5912,0.6609,0,0.4889,0.5023,0.3682,0.6361,0.9707,0,1.0582,1.0051,1
dm12272_High_vs_dm11255_Low_01h,FBgn0260855,3,3,72,34,141,43,20,139,0.42914979757085,0.42914979757085,0.311881188118812,0.311881188118812,0.8084,0.6792,0.6516,0.5511,0.7417,0.0049,1,0.6825,0.632,0.5146,0.7376,0.0269,1,0.7329,0.7659,1
dm12272_High_vs_dm11255_Low_01h,FBgn0036589,3,3,1055,726,345,292,246,201,0.8377234242709309,0.8377234242709309,0.7280108254397829,0.7280108254397829,0.5496,0.5924,0.5761,0.4947,0.6488,0.0618,0,0.5428,0.5422,0.45299999999999996,0.6275,0.3304,0,0.8598,0.9219,1
dm12272_High_vs_dm11255_Low_01h,FBgn0263316,3,3,37,42,15,24,46,10,0.840425531914894,0.840425531914894,0.875,0.875,0.3093,0.4684,0.4713,0.3547,0.5873,0.6287,0,0.3429,0.3855,0.278,0.5052,0.0593,0,1.0677,1.2771,1
dm12272_High_vs_dm11255_Low_01h,FBgn0035600,3,3,665,764,424,347,9,895,0.7711818672423101,0.7711818672423101,0.284572342126299,0.284572342126299,0.0391,0.4654,0.4751,0.3444,0.6246,0.614,0,0.9747,0.8249,0.5467,0.9403,0.0229,1,1.0617,0.45399999999999996,1
dm12272_High_vs_dm11255_Low_01h,FBgn0035601,3,3,178,179,261,173,3,294,0.577669902912621,0.577669902912621,0.37446808510638296,0.37446808510638296,0.0251,0.4986,0.5002,0.3806,0.6272,0.9962,0,0.983,0.8377,0.5962,0.9215,0.0078,1,1.0070000000000001,0.4365,1
dm12272_High_vs_dm11255_Low_01h,FBgn0035603,3,3,208,182,3,146,164,3,0.99236641221374,0.99236641221374,0.9904153354632591,0.9904153354632591,0.3389,0.5333,0.5304,0.4559,0.6039,0.4011,0,0.47100000000000003,0.478,0.3994,0.5582,0.5824,0,0.9433,1.0489,1
dm12272_High_vs_dm11255_Low_01h,FBgn0003721,3,3,1314,1509,1111,65,78,1862,0.717590238942552,0.717590238942552,0.0713216957605985,0.0713216957605985,0.8818,0.4655,0.4654,0.4125,0.5214,0.2002,0,0.4545,0.4567,0.366,0.5476,0.336,0,1.0736,1.0962,1
dm12272_High_vs_dm11255_Low_01h,FBgn0025682,3,3,153,164,29,155,61,32,0.9161849710982659,0.9161849710982659,0.870967741935484,0.870967741935484,0.0013,0.4826,0.484,0.409,0.5605,0.6856,0,0.7176,0.6869,0.6064,0.7561,0.0002,1,1.0358,0.6759,1
dm12272_High_vs_dm11255_Low_01h,FBgn0043471,3,3,122,104,246,174,168,0,0.47881355932203395,0.47881355932203395,0.5,0.5,0.96,0.5398,0.5084,0.3099,0.7042,0.9329,0,0.5088,0.5019,0.3106,0.6914,0.9867,0,1.0052,1.0173,1
dm12272_High_vs_dm11255_Low_01h,FBgn0040653,3,3,362,837,24,519,1059,26,0.9803761242845459,0.9803761242845459,0.9837905236907729,0.9837905236907729,0.3942,0.3019,0.3137,0.2613,0.3766,0.0002,1,0.3289,0.3473,0.292,0.4117,0.0007,1,1.4851,1.3758,1
dm12272_High_vs_dm11255_Low_01h,FBgn0037973,3,3,310,2,349,104,2,240,0.47201210287443296,0.47201210287443296,0.30635838150289,0.30635838150289,0.7158,0.9936,0.6426,0.3968,0.8395,0.226,0,0.9811,0.5893,0.3606,0.7889,0.4242,0,0.7576,0.8513,1
dm12272_High_vs_dm11255_Low_01h,FBgn0000579,3,3,728,1081,440,750,811,85,0.804357492218764,0.804357492218764,0.9483596597812879,0.9483596597812879,0.1169,0.4024,0.408,0.3468,0.4747,0.0102,1,0.4805,0.4812,0.4136,0.5503,0.5636,0,1.2082,1.041,1
dm12272_High_vs_dm11255_Low_01h,FBgn0259736,3,3,182,136,13,101,90,4,0.9607250755287009,0.9607250755287009,0.9794871794871791,0.9794871794871791,0.4311,0.5723,0.5667,0.4884,0.642,0.0884,0,0.5288,0.5218,0.4344,0.6057,0.6198,0,0.8764,0.9609,1
dm12272_High_vs_dm11255_Low_01h,FBgn0011327,3,3,188,227,104,130,157,110,0.799614643545279,0.799614643545279,0.7229219143576829,0.7229219143576829,0.8182,0.45299999999999996,0.4586,0.3846,0.5329999999999999,0.2644,0,0.45299999999999996,0.4456,0.3669,0.5288,0.1907,0,1.0902,1.1204,1
dm12272_High_vs_dm11255_Low_01h,FBgn0011638,3,3,82,106,96,54,56,133,0.661971830985915,0.661971830985915,0.452674897119342,0.452674897119342,0.4509,0.4362,0.4432,0.3539,0.5355,0.2182,0,0.4909,0.4971,0.3938,0.6014,0.9467,0,1.127,1.0117,1
dm12272_High_vs_dm11255_Low_01h,FBgn0262965,3,3,80,110,10,31,22,19,0.95,0.95,0.7361111111111109,0.7361111111111109,0.1493,0.4211,0.4301,0.3384,0.5261,0.1471,0,0.5849,0.5467,0.4142,0.6722,0.4707,0,1.1582,0.9174,1
dm12272_High_vs_dm11255_Low_01h,FBgn0050344,3,3,117,189,95,37,73,97,0.763092269326683,0.763092269326683,0.531400966183575,0.531400966183575,0.5858,0.3824,0.397,0.3187,0.4859,0.0284,1,0.3364,0.3624,0.2663,0.4679,0.013999999999999999,1,1.2391,1.3397,1
dm12272_High_vs_dm11255_Low_01h,FBgn0050349,3,3,47,42,86,49,99,7,0.508571428571429,0.508571428571429,0.954838709677419,0.954838709677419,0.0944,0.5281,0.5165,0.3912,0.639,0.7933,0,0.3311,0.37200000000000005,0.2705,0.4911,0.0367,1,0.975,1.3135,1
dm12272_High_vs_dm11255_Low_01h,FBgn0040734,3,3,60,59,395,71,688,69,0.231517509727626,0.231517509727626,0.916666666666667,0.916666666666667,0.0,0.5042,0.5049,0.4031,0.6075,0.9262,0,0.0935,0.1204,0.0871,0.1699,0.0,1,0.9956,2.7352,1
dm12272_High_vs_dm11255_Low_01h,FBgn0040732,3,3,3008,1729,93,1278,93,388,0.9807453416149069,0.9807453416149069,0.7794201250710631,0.7794201250710631,0.0,0.635,0.6275,0.5731,0.6747,0.0011,1,0.9322,0.9159999999999999,0.888,0.9359,0.0,1,0.7709999999999999,0.3022,1
dm12272_High_vs_dm11255_Low_01h,FBgn0040733,3,3,112,214,21189,2811,5949,1608,0.0151522193818266,0.0151522193818266,0.844907407407407,0.844907407407407,0.4996,0.3436,0.3609,0.2799,0.4525,0.0047,1,0.3209,0.3239,0.2593,0.405,0.0002,1,1.3402,1.4532,1
dm12272_High_vs_dm11255_Low_01h,FBgn0051694,3,3,83,102,114,111,75,9,0.618729096989967,0.618729096989967,0.953846153846154,0.953846153846154,0.0469,0.4486,0.4514,0.3649,0.5381,0.2622,0,0.5968,0.5764,0.4882,0.6594,0.0933,0,1.1077,0.8598,1
dm12272_High_vs_dm11255_Low_01h,FBgn0267330,3,3,140,153,132,50,41,224,0.6894117647058821,0.6894117647058821,0.288888888888889,0.288888888888889,0.5671,0.4778,0.4814,0.3855,0.5781,0.6958,0,0.5495,0.5236,0.4024,0.6382,0.6847,0,1.0435,0.9605,1
dm12272_High_vs_dm11255_Low_01h,FBgn0029506,3,3,666,842,55,94,80,578,0.964811260396673,0.964811260396673,0.231382978723404,0.231382978723404,0.272,0.4416,0.4565,0.3493,0.5708,0.4096,0,0.5402,0.5509,0.4175,0.68,0.434,0,1.0993,0.9097,1
dm12272_High_vs_dm11255_Low_01h,FBgn0023507,3,3,314,256,263,153,144,192,0.684273709483794,0.684273709483794,0.607361963190184,0.607361963190184,0.7693,0.5509,0.5369,0.4308,0.6374,0.4731,0,0.5152,0.5152,0.3982,0.6302,0.7849,0,0.9333,0.9766,1
dm12272_High_vs_dm11255_Low_01h,FBgn0032494,3,3,129,260,112,55,75,94,0.776447105788423,0.776447105788423,0.5803571428571429,0.5803571428571429,0.14400000000000002,0.3316,0.3476,0.2779,0.4275,0.0016,1,0.4231,0.4389,0.3414,0.5433,0.2438,0,1.3781,1.1386,1
dm12272_High_vs_dm11255_Low_01h,FBgn0053198,3,3,62,96,1,26,51,2,0.993710691823899,0.993710691823899,0.974683544303797,0.974683544303797,0.732,0.3924,0.4132,0.3089,0.5311,0.1289,0,0.3377,0.3861,0.2692,0.521,0.0907,0,1.2024,1.2778,1
dm12272_High_vs_dm11255_Low_01h,FBgn0019936,3,3,6606,7224,2927,2810,3258,2192,0.8253267291281259,0.8253267291281259,0.734624697336562,0.734624697336562,0.8324,0.4777,0.4796,0.4118,0.5493,0.5433,0,0.4631,0.4697,0.4019,0.5409,0.3758,0,1.0444,1.0655,1
dm12272_High_vs_dm11255_Low_01h,FBgn0003068,3,3,42,37,2,30,25,0,0.9753086419753091,0.9753086419753091,0.5,0.5,0.9616,0.5316,0.5129,0.3248,0.6986,0.8922,0,0.5455,0.5188,0.3438,0.6884,0.8258,0,0.9933,0.9784,1
dm12272_High_vs_dm11255_Low_01h,FBgn0031436,3,3,551,501,176,214,327,68,0.8566775244299671,0.8566775244299671,0.888341543513957,0.888341543513957,0.0142,0.5238,0.5247,0.4592,0.5887,0.4216,0,0.3956,0.4003,0.3328,0.47600000000000003,0.0127,1,0.9536,1.2289,1
dm12272_High_vs_dm11255_Low_01h,FBgn0028331,3,3,88,61,274,46,40,160,0.35224586288416104,0.35224586288416104,0.349593495934959,0.349593495934959,0.4347,0.5906,0.5809,0.4809,0.6712,0.1033,0,0.5349,0.5244,0.414,0.6325,0.6593,0,0.8523,0.9579,1
dm12272_High_vs_dm11255_Low_01h,FBgn0028646,3,3,203,223,297,140,145,224,0.589211618257261,0.589211618257261,0.5599214145383101,0.5599214145383101,0.892,0.4765,0.4775,0.3971,0.5579999999999999,0.578,0,0.4912,0.4855,0.3986,0.5732,0.7429,0,1.05,1.0337,1
dm12272_High_vs_dm11255_Low_01h,FBgn0035147,3,3,206,222,463,92,97,281,0.480359147025814,0.480359147025814,0.402127659574468,0.402127659574468,0.9396,0.4813,0.4819,0.3613,0.6039,0.7678,0,0.4868,0.488,0.3529,0.621,0.8624,0,1.0457,1.0351,1
dm12272_High_vs_dm11255_Low_01h,FBgn0038463,3,3,47,27,94,59,45,5,0.44047619047619,0.44047619047619,0.9541284403669721,0.9541284403669721,0.5362,0.6351,0.6057,0.4881,0.7140000000000001,0.0827,0,0.5673,0.5588,0.4502,0.6627,0.27,0,0.8106,0.8927,1
dm12272_High_vs_dm11255_Low_01h,FBgn0038723,3,3,32,116,61,14,53,59,0.708133971291866,0.708133971291866,0.531746031746032,0.531746031746032,0.6416,0.2162,0.2681,0.183,0.3866,0.0022,1,0.209,0.3038,0.1974,0.4387,0.0078,1,1.6787,1.5426,1
dm12272_High_vs_dm11255_Low_01h,FBgn0010808,3,3,277,240,37,123,158,13,0.9332129963898921,0.9332129963898921,0.95578231292517,0.95578231292517,0.1436,0.5358,0.5326,0.4568,0.6049,0.3727,0,0.4377,0.4498,0.3687,0.5353,0.2233,0,0.9391,1.1107,1
dm12272_High_vs_dm11255_Low_01h,FBgn0031453,3,3,580,869,2283,168,195,1815,0.388263665594855,0.388263665594855,0.166666666666667,0.166666666666667,0.8389,0.4003,0.4385,0.2917,0.5979,0.4444,0,0.4628,0.4631,0.2983,0.6426,0.6664,0,1.1508,1.0972,1
dm12272_High_vs_dm11255_Low_01h,FBgn0034724,3,3,93,213,406,43,61,273,0.42977528089887607,0.42977528089887607,0.27586206896551696,0.27586206896551696,0.2416,0.3039,0.34600000000000003,0.24600000000000002,0.4692,0.0164,1,0.4135,0.4474,0.3195,0.5835,0.4349,0,1.392,1.1245,1
dm12272_High_vs_dm11255_Low_01h,FBgn0025866,3,3,50,36,3,24,21,7,0.9662921348314608,0.9662921348314608,0.8653846153846151,0.8653846153846151,0.6142,0.5814,0.5671,0.4547,0.675,0.2409,0,0.5333,0.5215,0.39399999999999996,0.6473,0.7458,0,0.8781,0.9656,1
dm12272_High_vs_dm11255_Low_01h,FBgn0051717,3,3,135,135,10,78,87,19,0.9642857142857142,0.9642857142857142,0.8967391304347829,0.8967391304347829,0.7471,0.5,0.5023,0.4194,0.5857,0.9502,0,0.4727,0.4828,0.3849,0.5792,0.7104,0,0.9989,1.0403,1
dm12272_High_vs_dm11255_Low_01h,FBgn0003890,3,3,76,77,438,154,122,125,0.25888324873096397,0.25888324873096397,0.688279301745636,0.688279301745636,0.4422,0.4967,0.4976,0.3917,0.6024,0.9620000000000001,0,0.5579999999999999,0.5516,0.4564,0.6417,0.2724,0,1.0109,0.9049,1
dm12272_High_vs_dm11255_Low_01h,FBgn0003891,3,3,171,176,239,110,109,253,0.592150170648464,0.592150170648464,0.46398305084745795,0.46398305084745795,0.888,0.4928,0.4929,0.4137,0.5718,0.8496,0,0.5023,0.5014,0.4162,0.5869,0.968,0,1.0177,1.0009,1
dm12272_High_vs_dm11255_Low_01h,FBgn0011230,3,3,125,101,35,92,69,51,0.865900383141762,0.865900383141762,0.7594339622641508,0.7594339622641508,0.8527,0.5531,0.5498,0.4678,0.6304,0.2276,0,0.5714,0.5612,0.4704,0.647,0.1816,0,0.9075,0.8872,1
dm12272_High_vs_dm11255_Low_01h,FBgn0031327,3,3,129,215,10,99,92,5,0.9717514124293791,0.9717514124293791,0.974489795918367,0.974489795918367,0.0887,0.375,0.38299999999999995,0.2979,0.4824,0.0273,1,0.5183,0.5093,0.4037,0.6097,0.8442,0,1.2785,0.9871,1
dm12272_High_vs_dm11255_Low_01h,FBgn0033663,3,3,179,164,384,83,86,410,0.47180192572214597,0.47180192572214597,0.291882556131261,0.291882556131261,0.8002,0.5219,0.5192,0.4361,0.5999,0.6318,0,0.4911,0.5037,0.4064,0.6022,0.9413,0,0.9654,0.9976,1
dm12272_High_vs_dm11255_Low_01h,FBgn0001125,3,3,261,604,1297,568,561,38,0.40009250693802,0.40009250693802,0.9674378748928879,0.9674378748928879,0.006,0.3017,0.3225,0.2577,0.4005,0.0007,1,0.5031,0.5033,0.4248,0.5788,0.9213,0,1.4576,0.9965,1
dm12272_High_vs_dm11255_Low_01h,FBgn0283510,3,3,35,44,102,55,32,14,0.43646408839779,0.43646408839779,0.8613861386138609,0.8613861386138609,0.0849,0.44299999999999995,0.4586,0.3457,0.5742,0.4849,0,0.6322,0.5982,0.4877,0.7039,0.0811,0,1.0955,0.823,1
dm12272_High_vs_dm11255_Low_01h,FBgn0003517,3,3,2448,2261,5938,940,844,7605,0.44228421151498104,0.44228421151498104,0.19000958568537601,0.19000958568537601,0.9451,0.5199,0.5138,0.3857,0.6374,0.8167,0,0.5269,0.5207,0.3817,0.6527,0.7391,0,0.9807,0.968,1
dm12272_High_vs_dm11255_Low_01h,FBgn0002022,3,3,35,63,14,45,37,7,0.875,0.875,0.9213483146067422,0.9213483146067422,0.04,0.3571,0.3827,0.2819,0.4899,0.0344,1,0.5488,0.5401,0.4289,0.647,0.4684,0,1.2819,0.9278,1
dm12272_High_vs_dm11255_Low_01h,FBgn0039259,3,3,198,47,165,100,108,41,0.597560975609756,0.597560975609756,0.835341365461847,0.835341365461847,0.0004,0.8082,0.7759999999999999,0.7043,0.836,0.0002,1,0.4808,0.4945,0.4051,0.5839,0.8909,0,0.5371,1.0154,1
dm12272_High_vs_dm11255_Low_01h,FBgn0035298,3,3,57,77,63,60,58,7,0.6802030456852789,0.6802030456852789,0.9440000000000001,0.9440000000000001,0.3169,0.4254,0.4362,0.3396,0.5375,0.2153,0,0.5085,0.5076,0.4085,0.6082,0.8938,0,1.1445,0.9901,1
dm12272_High_vs_dm11255_Low_01h,FBgn0286516,3,3,34,21,1615,72,88,867,0.0329341317365269,0.0329341317365269,0.155793573515092,0.155793573515092,0.1567,0.6182,0.5892,0.4487,0.7177,0.2051,0,0.45,0.4576,0.3475,0.5703,0.462,0,0.8407,1.0976,1
dm12272_High_vs_dm11255_Low_01h,FBgn0262579,3,3,32,26,428,29,36,159,0.119341563786008,0.119341563786008,0.29017857142857106,0.29017857142857106,0.3407,0.5517,0.5418,0.4146,0.6629999999999999,0.5136,0,0.4462,0.4613,0.3501,0.5751,0.4958,0,0.9263,1.0891,1
dm12272_High_vs_dm11255_Low_01h,FBgn0263080,3,3,100,159,8,50,89,5,0.9700374531835211,0.9700374531835211,0.9652777777777779,0.9652777777777779,0.8882,0.3861,0.3971,0.3195,0.4816,0.0198,1,0.3597,0.3884,0.2989,0.4859,0.0253,1,1.2386,1.2643,1
dm12272_High_vs_dm11255_Low_01h,FBgn0027525,3,3,69,147,99,72,1,190,0.6857142857142859,0.6857142857142859,0.27756653992395397,0.27756653992395397,0.0,0.3194,0.3383,0.2581,0.4305,0.0022,1,0.9863,0.8266,0.7390000000000001,0.8901,0.0,1,1.4096,0.4568,1
dm12272_High_vs_dm11255_Low_01h,FBgn0026439,3,3,92,82,449,98,69,79,0.27929373996789697,0.27929373996789697,0.678861788617886,0.678861788617886,0.4209,0.5287,0.5186,0.42200000000000004,0.6106,0.6953,0,0.5868,0.5707,0.4778,0.6603,0.1316,0,0.9678,0.8702,1
dm12272_High_vs_dm11255_Low_01h,FBgn0031478,3,3,16,72,75,23,33,25,0.5398773006134969,0.5398773006134969,0.6913580246913579,0.6913580246913579,0.0171,0.1818,0.2407,0.1567,0.3426,0.0002,1,0.4107,0.4338,0.3155,0.5561,0.2933,0,1.8071,1.1544,1
dm12272_High_vs_dm11255_Low_01h,FBgn0050476,3,3,50,36,6,21,36,0,0.934782608695652,0.934782608695652,0.5,0.5,0.5753,0.5814,0.5283,0.3301,0.7141,0.7578,0,0.3684,0.4553,0.2849,0.6372,0.6124,0,0.9632,1.1165,1
dm12272_High_vs_dm11255_Low_01h,FBgn0038400,3,3,215,300,119,97,228,34,0.8123028391167191,0.8123028391167191,0.9052924791086351,0.9052924791086351,0.044000000000000004,0.4175,0.4251,0.3561,0.4987,0.0473,1,0.2985,0.3177,0.2508,0.3934,0.0,1,1.1672,1.4743,1
dm12272_High_vs_dm11255_Low_01h,FBgn0039870,3,3,50,41,4,32,33,3,0.9578947368421049,0.9578947368421049,0.9558823529411759,0.9558823529411759,0.5744,0.5495,0.537,0.4235,0.6486,0.52,0,0.4923,0.4892,0.368,0.6102,0.8709,0,0.9341,1.0302,1
dm12272_High_vs_dm11255_Low_01h,FBgn0261990,3,3,543,742,23,139,176,20,0.982415902140673,0.982415902140673,0.9402985074626871,0.9402985074626871,0.6424,0.4226,0.425,0.3626,0.4908,0.0318,1,0.4413,0.4478,0.3724,0.5254,0.1813,0,1.1666,1.1148,1
dm12272_High_vs_dm11255_Low_01h,FBgn0261995,3,3,163,113,34,96,93,40,0.8903225806451608,0.8903225806451608,0.8253275109170308,0.8253275109170308,0.2353,0.5906,0.5796,0.4872,0.6647,0.0862,0,0.5079,0.503,0.4058,0.5986,0.9478,0,0.8543,0.9988,1
dm12272_High_vs_dm11255_Low_01h,FBgn0024277,3,3,135,42,104,57,12,73,0.6298932384341639,0.6298932384341639,0.485915492957746,0.485915492957746,0.9484,0.7627,0.7364,0.6515,0.8073,0.0002,1,0.8261,0.7317,0.6265,0.8216,0.0004,1,0.5986,0.606,1
dm12272_High_vs_dm11255_Low_01h,FBgn0035169,3,3,38,9,100,34,41,5,0.31972789115646305,0.31972789115646305,0.9375,0.9375,0.0044,0.8085,0.7306,0.6045,0.8351,0.0018,1,0.4533,0.4644,0.3522,0.5778,0.5231,0,0.608,1.0822,1
dm12272_High_vs_dm11255_Low_01h,FBgn0263593,3,3,144,46,183,24,27,91,0.509383378016086,0.509383378016086,0.35915492957746503,0.35915492957746503,0.0009,0.7579,0.7298,0.6465,0.7991,0.0,1,0.4706,0.4796,0.3604,0.605,0.7458,0,0.6088,1.0509,1
dm12272_High_vs_dm11255_Low_01h,FBgn0263598,3,3,287,307,1042,108,129,852,0.36308068459657705,0.36308068459657705,0.21763085399448998,0.21763085399448998,0.84,0.4832,0.4862,0.3836,0.5895,0.7836,0,0.4557,0.4722,0.3601,0.5881,0.6236,0,1.0343,1.0655,1
dm12272_High_vs_dm11255_Low_01h,FBgn0024285,3,3,71,0,87,45,31,31,0.44936708860759494,0.44936708860759494,0.7102803738317759,0.7102803738317759,0.0062,1.0,0.856,0.7221,0.9261,0.002,1,0.5921,0.5556,0.41700000000000004,0.6795,0.3909,0,0.4073,0.9012,1
dm12272_High_vs_dm11255_Low_01h,FBgn0064225,3,3,1807,3645,5927,885,942,4687,0.47912821864838706,0.47912821864838706,0.28047282775560306,0.28047282775560306,0.0527,0.3314,0.3551,0.27899999999999997,0.4464,0.0064,1,0.4844,0.4821,0.3893,0.5794,0.6958,0,1.3565,1.0417,1
dm12272_High_vs_dm11255_Low_01h,FBgn0031395,3,3,13,37,154,40,42,48,0.24509803921568601,0.24509803921568601,0.630769230769231,0.630769230769231,0.0478,0.26,0.318,0.2059,0.4472,0.0078,1,0.4878,0.4895,0.3792,0.5988,0.8369,0,1.4907,1.0281,1
dm12272_High_vs_dm11255_Low_01h,FBgn0031939,3,3,82,53,169,50,61,171,0.444078947368421,0.444078947368421,0.39361702127659604,0.39361702127659604,0.1009,0.6074,0.5894,0.4805,0.6901,0.0984,0,0.4505,0.46,0.3504,0.5743,0.4856,0,0.838,1.0922,1
