comparison,FEATURE_ID,dm11037_38d_num_reps,counts_dm11037_38d_g1,counts_dm11037_38d_g2,counts_dm11037_38d_both,prior_dm11037_38d_g1,prior_dm11037_38d_g2,H3_independence_Bayes_evidence,dm11037_38d_sampleprop,dm11037_38d_theta,dm11037_38d_q025,dm11037_38d_q975,dm11037_38d_Bayes_evidence,dm11037_38d_AI_decision,alpha1_postmean,flaganalyze
dm11037_38d,FBgn0035876,3,330,8,270,0.555921052631579,0.555921052631579,NA,0.9763,0.6256,0.3787,0.8566,0.3238,0,0.7885,1
dm11037_38d,FBgn0035872,3,39,54,205,0.312080536912752,0.312080536912752,NA,0.4194,0.4353,0.3338,0.5413,0.2267,0,1.1475,1
dm11037_38d,FBgn0035871,3,652,1491,470,0.8201301186375809,0.8201301186375809,NA,0.3042,0.32899999999999996,0.2617,0.415,0.0017,1,1.4372,1
dm11037_38d,FBgn0028648,3,115,110,35,0.8653846153846151,0.8653846153846151,NA,0.5111,0.5143,0.4253,0.6034,0.7467,0,0.9756,1
dm11037_38d,FBgn0032479,3,73,42,198,0.36741214057508,0.36741214057508,NA,0.6348,0.6046,0.4973,0.7021,0.0558,0,0.8116,1
dm11037_38d,FBgn0032476,3,41,37,11,0.876404494382023,0.876404494382023,NA,0.5256,0.5218,0.4026,0.639,0.7120000000000001,0,0.9639,1
dm11037_38d,FBgn0032475,3,46,40,16,0.8431372549019609,0.8431372549019609,NA,0.5349,0.5273,0.4149,0.6377,0.6232,0,0.9524,1
dm11037_38d,FBgn0086895,3,43,36,18,0.8144329896907221,0.8144329896907221,NA,0.5443,0.5329,0.4129,0.6482,0.5759,0,0.9424,1
dm11037_38d,FBgn0003048,3,59,65,104,0.543859649122807,0.543859649122807,NA,0.4758,0.4801,0.3834,0.5785,0.6884,0,1.0464,1
dm11037_38d,FBgn0003044,3,33,15,93,0.340425531914894,0.340425531914894,NA,0.6875,0.6263,0.4904,0.7477,0.0668,0,0.7765,1
dm11037_38d,FBgn0003042,3,23,10,112,0.22758620689655198,0.22758620689655198,NA,0.6970000000000001,0.6209,0.4798,0.7474,0.0912,0,0.7859999999999999,1
dm11037_38d,FBgn0003041,3,34,32,18,0.7857142857142858,0.7857142857142858,NA,0.5152,0.5111,0.38799999999999996,0.6332,0.8579,0,0.9858,1
dm11037_38d,FBgn0042627,3,3401,2913,988,0.8646946042180219,0.8646946042180219,NA,0.5386,0.5372,0.4714,0.5997,0.2362,0,0.9299,1
dm11037_38d,FBgn0035293,3,35,26,38,0.616161616161616,0.616161616161616,NA,0.5738,0.5556,0.4319,0.6752,0.3783,0,0.9001,1
dm11037_38d,FBgn0035290,3,18,21,10,0.7959183673469391,0.7959183673469391,NA,0.4615,0.4749,0.3389,0.614,0.7234,0,1.0636,1
dm11037_38d,FBgn0263081,3,1143,1036,208,0.9128613322161708,0.9128613322161708,NA,0.5246,0.5378,0.4627,0.6111,0.2857,0,0.9293,1
dm11037_38d,FBgn0004432,3,3943,1343,24616,0.176777473078724,0.176777473078724,NA,0.7459,0.7369,0.68,0.7795,0.0,1,0.5977,1
dm11037_38d,FBgn0287775,3,65,97,146,0.525974025974026,0.525974025974026,NA,0.4012,0.4154,0.3294,0.5063,0.0667,0,1.1932,1
dm11037_38d,FBgn0035207,3,133,65,284,0.410788381742739,0.410788381742739,NA,0.6717,0.6501,0.5635,0.7278,0.0022,1,0.7349,1
dm11037_38d,FBgn0261020,3,160,155,263,0.5449826989619381,0.5449826989619381,NA,0.5079,0.5035,0.41700000000000004,0.5894,0.9346,0,0.9969,1
dm11037_38d,FBgn0262721,3,24,63,17,0.836538461538462,0.836538461538462,NA,0.2759,0.3301,0.2299,0.4484,0.008,1,1.4437,1
dm11037_38d,FBgn0031979,3,85,68,27,0.85,0.85,NA,0.5556,0.5489,0.4264,0.6635,0.4098,0,0.9122,1
dm11037_38d,FBgn0266696,3,409,377,323,0.708746618575293,0.708746618575293,NA,0.5204,0.5184,0.455,0.5809,0.5508,0,0.9657,1
dm11037_38d,FBgn0031972,3,111,78,30,0.8630136986301371,0.8630136986301371,NA,0.5873,0.573,0.4767,0.6626,0.1293,0,0.8662,1
dm11037_38d,FBgn0031973,3,31,73,539,0.16174183514774498,0.16174183514774498,NA,0.2981,0.3371,0.2452,0.441,0.0034,1,1.4171,1
dm11037_38d,FBgn0031971,3,2555,72,805,0.76544289044289,0.76544289044289,NA,0.9726,0.7467,0.4588,0.9665,0.0944,0,0.5802,1
dm11037_38d,FBgn0031974,3,183,13,16,0.924528301886792,0.924528301886792,NA,0.9337,0.8273,0.5951,0.9149,0.0115,1,0.4542,1
dm11037_38d,FBgn0031975,3,43,35,108,0.419354838709677,0.419354838709677,NA,0.5513,0.5401,0.4258,0.6509999999999999,0.4867,0,0.9282,1
dm11037_38d,FBgn0034180,3,169,183,57,0.860635696821516,0.860635696821516,NA,0.4801,0.4835,0.39,0.5792,0.7112,0,1.0388,1
dm11037_38d,FBgn0034181,3,246,315,168,0.769547325102881,0.769547325102881,NA,0.4385,0.4441,0.3739,0.5179,0.1263,0,1.1226,1
dm11037_38d,FBgn0038741,3,29,21,17,0.746268656716418,0.746268656716418,NA,0.58,0.5546,0.4214,0.6825,0.4113,0,0.9028,1
dm11037_38d,FBgn0038746,3,76,93,76,0.689795918367347,0.689795918367347,NA,0.4497,0.4541,0.3613,0.55,0.3363,0,1.1027,1
dm11037_38d,FBgn0038747,3,31,37,143,0.322274881516588,0.322274881516588,NA,0.4559,0.4714,0.3514,0.596,0.6456,0,1.0685,1
dm11037_38d,FBgn0038744,3,28,28,12,0.823529411764706,0.823529411764706,NA,0.5,0.4996,0.3725,0.6267,0.9959,0,1.0096,1
dm11037_38d,FBgn0036117,3,75,5,85,0.484848484848485,0.484848484848485,NA,0.9375,0.8205,0.7172,0.8908,0.001,1,0.4665,1
dm11037_38d,FBgn0030511,3,43,46,114,0.43842364532019706,0.43842364532019706,NA,0.4831,0.4822,0.3728,0.5932,0.7512,0,1.0435,1
dm11037_38d,FBgn0030510,3,183,130,186,0.627254509018036,0.627254509018036,NA,0.5847,0.5754,0.4916,0.6536,0.0738,0,0.8613,1
dm11037_38d,FBgn0036964,3,63,50,189,0.374172185430464,0.374172185430464,NA,0.5575,0.5447,0.4263,0.6576,0.4373,0,0.9197,1
dm11037_38d,FBgn0000964,3,34,57,9,0.91,0.91,NA,0.3736,0.4023,0.2932,0.5234,0.1073,0,1.2317,1
dm11037_38d,FBgn0036111,3,383,360,597,0.554477611940299,0.554477611940299,NA,0.5155,0.5153,0.4459,0.5835,0.6439,0,0.972,1
dm11037_38d,FBgn0031609,3,95,83,0,0.5,0.5,NA,0.5337,0.5063,0.3052,0.7061,0.9522,0,1.0103,1
dm11037_38d,FBgn0034988,3,130,115,29,0.894160583941606,0.894160583941606,NA,0.5306,0.5246,0.4374,0.6091,0.5608,0,0.9553,1
dm11037_38d,FBgn0034989,3,40,26,155,0.29864253393665197,0.29864253393665197,NA,0.6061,0.5805,0.4612,0.6926,0.1784,0,0.8544,1
dm11037_38d,FBgn0010228,3,1661,1155,1679,0.6264738598442711,0.6264738598442711,NA,0.5898,0.5865,0.5325,0.6366,0.0057,1,0.8405,1
dm11037_38d,FBgn0031604,3,86,91,7,0.96195652173913,0.96195652173913,NA,0.4859,0.4898,0.3925,0.5883,0.8291,0,1.026,1
dm11037_38d,FBgn0040102,3,232,271,63,0.8886925795053001,0.8886925795053001,NA,0.4612,0.4687,0.3971,0.5432,0.3832,0,1.068,1
dm11037_38d,FBgn0031606,3,35,22,2,0.966101694915254,0.966101694915254,NA,0.614,0.579,0.4486,0.7002,0.2274,0,0.8581,1
dm11037_38d,FBgn0031607,3,50,153,3,0.9854368932038841,0.9854368932038841,NA,0.2463,0.2916,0.209,0.4051,0.0036,1,1.5785,1
dm11037_38d,FBgn0004435,3,49,53,305,0.250614250614251,0.250614250614251,NA,0.4804,0.4849,0.3834,0.5882,0.7711,0,1.037,1
dm11037_38d,FBgn0051224,3,90,49,43,0.7637362637362641,0.7637362637362641,NA,0.6475,0.6168,0.5123,0.7102,0.031,1,0.7907,1
dm11037_38d,FBgn0037188,3,37,40,35,0.6875,0.6875,NA,0.4805,0.4876,0.3729,0.6037,0.8336,0,1.0329,1
dm11037_38d,FBgn0051221,3,46,57,109,0.4858490566037729,0.4858490566037729,NA,0.4466,0.4518,0.3465,0.5612,0.3759,0,1.1098,1
dm11037_38d,FBgn0037182,3,55,67,249,0.328840970350404,0.328840970350404,NA,0.4508,0.4616,0.3618,0.5652,0.4534,0,1.087,1
dm11037_38d,FBgn0026573,3,33,39,159,0.311688311688312,0.311688311688312,NA,0.4583,0.4679,0.3551,0.5825,0.5823,0,1.0748,1
dm11037_38d,FBgn0026570,3,134,90,23,0.906882591093117,0.906882591093117,NA,0.5982,0.5820000000000001,0.4913,0.6661,0.0722,0,0.8499,1
dm11037_38d,FBgn0037186,3,118,91,71,0.7464285714285709,0.7464285714285709,NA,0.5646,0.5559,0.4693,0.6385,0.1935,0,0.8964,1
dm11037_38d,FBgn0260855,3,273,145,298,0.583798882681564,0.583798882681564,NA,0.6531,0.6377,0.5581,0.7072,0.0028,1,0.7549,1
dm11037_38d,FBgn0260856,3,66,108,3,0.983050847457627,0.983050847457627,NA,0.3793,0.3964,0.3106,0.4905,0.0325,1,1.242,1
dm11037_38d,FBgn0260859,3,101,69,31,0.8457711442786071,0.8457711442786071,NA,0.5941,0.5808,0.4859,0.6696,0.0897,0,0.8523,1
dm11037_38d,FBgn0260858,3,121,165,70,0.803370786516854,0.803370786516854,NA,0.4231,0.4328,0.3536,0.517,0.1102,0,1.15,1
dm11037_38d,FBgn0039430,3,411,603,250,0.8022151898734179,0.8022151898734179,NA,0.4053,0.4125,0.3411,0.4921,0.0345,1,1.1985,1
dm11037_38d,FBgn0037765,3,2971,3400,5096,0.555594314118776,0.555594314118776,NA,0.4663,0.4699,0.4147,0.5264,0.2604,0,1.064,1
dm11037_38d,FBgn0037265,3,32,67,99,0.5,0.5,NA,0.3232,0.3566,0.2624,0.4605,0.009000000000000001,1,1.3562,1
dm11037_38d,FBgn0036589,3,325,293,104,0.85595567867036,0.85595567867036,NA,0.5259,0.5231,0.455,0.5897,0.4843,0,0.9569,1
dm11037_38d,FBgn0263316,3,71,90,19,0.894444444444444,0.894444444444444,NA,0.441,0.4519,0.3479,0.5626,0.3656,0,1.1094,1
dm11037_38d,FBgn0027660,3,41,39,136,0.37037037037037,0.37037037037037,NA,0.5125,0.5097,0.3976,0.6208,0.8633,0,0.9871,1
dm11037_38d,FBgn0020503,3,78,183,1850,0.123638086215064,0.123638086215064,NA,0.2989,0.3263,0.2532,0.4132,0.0011,1,1.4472,1
dm11037_38d,FBgn0035462,3,62,0,9,0.873239436619718,0.873239436619718,NA,1.0,0.7481,0.4471,0.9049,0.1047,0,0.5847,1
dm11037_38d,FBgn0035464,3,40,76,12,0.90625,0.90625,NA,0.3448,0.3743,0.2786,0.4806,0.0228,1,1.3049,1
dm11037_38d,FBgn0035469,3,425,426,70,0.9239956568946801,0.9239956568946801,NA,0.4994,0.5016,0.4356,0.5676,0.9605,0,0.9991,1
dm11037_38d,FBgn0020647,3,164,100,347,0.43207855973813397,0.43207855973813397,NA,0.6212,0.6078,0.5267,0.6821,0.0119,1,0.8049,1
dm11037_38d,FBgn0266848,3,45,65,296,0.270935960591133,0.270935960591133,NA,0.4091,0.4259,0.327,0.5318,0.1592,0,1.1697,1
dm11037_38d,FBgn0024887,3,95,3,24,0.80327868852459,0.80327868852459,NA,0.9694,0.8205,0.5782,0.9174,0.0158,1,0.4652,1
dm11037_38d,FBgn0035600,3,1075,1063,3437,0.383497757847534,0.383497757847534,NA,0.5028,0.5019,0.4471,0.556,0.9365,0,0.9976,1
dm11037_38d,FBgn0035601,3,421,445,769,0.529663608562691,0.529663608562691,NA,0.4861,0.4868,0.4252,0.5489,0.6611,0,1.0288,1
dm11037_38d,FBgn0035603,3,464,482,16,0.9833679833679829,0.9833679833679829,NA,0.4905,0.4892,0.419,0.5611,0.7415,0,1.0246,1
dm11037_38d,FBgn0263768,3,41,49,8,0.918367346938776,0.918367346938776,NA,0.4556,0.4637,0.3539,0.5765,0.5194,0,1.0837,1
dm11037_38d,FBgn0031711,3,133,182,25,0.926470588235294,0.926470588235294,NA,0.4222,0.4309,0.3514,0.5167,0.1049,0,1.1546,1
dm11037_38d,FBgn0003721,3,1866,2117,1910,0.675886645172238,0.675886645172238,NA,0.4685,0.4643,0.4097,0.5212,0.1923,0,1.0762,1
dm11037_38d,FBgn0034389,3,30,29,28,0.6781609195402301,0.6781609195402301,NA,0.5085,0.5051,0.3703,0.6392,0.9436,0,0.9995,1
dm11037_38d,FBgn0052100,3,27,22,5,0.907407407407407,0.907407407407407,NA,0.551,0.5354,0.4049,0.6629,0.5884,0,0.9388,1
dm11037_38d,FBgn0052103,3,213,223,501,0.465314834578442,0.465314834578442,NA,0.4885,0.4869,0.4161,0.5583,0.7092,0,1.0295,1
dm11037_38d,FBgn0025681,3,39,82,252,0.324396782841823,0.324396782841823,NA,0.3223,0.3519,0.2627,0.4509,0.0049,1,1.3692,1
dm11037_38d,FBgn0052109,3,95,129,17,0.9294605809128629,0.9294605809128629,NA,0.4241,0.4368,0.3519,0.5276,0.1611,0,1.1413,1
dm11037_38d,FBgn0025682,3,99,112,10,0.95475113122172,0.95475113122172,NA,0.4692,0.4729,0.3892,0.5583,0.5234,0,1.0601,1
dm11037_38d,FBgn0025684,3,60,53,7,0.941666666666667,0.941666666666667,NA,0.531,0.5244,0.4205,0.6259,0.6402,0,0.9573,1
dm11037_38d,FBgn0043471,3,207,163,316,0.53935860058309,0.53935860058309,NA,0.5595,0.5354,0.4137,0.6481,0.5248,0,0.9374,1
dm11037_38d,FBgn0040653,3,5813,12946,262,0.986225750486305,0.986225750486305,NA,0.3099,0.3174,0.2761,0.3664,0.0001,1,1.4699,1
dm11037_38d,FBgn0265003,3,89,66,80,0.6595744680851059,0.6595744680851059,NA,0.5742,0.5628,0.4663,0.6549,0.1923,0,0.8846,1
dm11037_38d,FBgn0003189,3,79,41,28,0.810810810810811,0.810810810810811,NA,0.6583,0.6303,0.5285,0.7225,0.0146,1,0.7681,1
dm11037_38d,FBgn0037979,3,48,53,31,0.765151515151515,0.765151515151515,NA,0.4752,0.4807,0.3763,0.5856,0.716,0,1.046,1
dm11037_38d,FBgn0037973,3,349,10,651,0.355445544554455,0.355445544554455,NA,0.9721,0.7564,0.4588,0.9474,0.0915,0,0.5668,1
dm11037_38d,FBgn0000578,3,31,21,83,0.385185185185185,0.385185185185185,NA,0.5962,0.5665,0.4359,0.6902,0.3115,0,0.8807,1
dm11037_38d,FBgn0000579,3,5833,5880,251,0.979020394516884,0.979020394516884,NA,0.498,0.4984,0.4443,0.5529,0.9458,0,1.0046,1
dm11037_38d,FBgn0259735,3,217,124,313,0.5214067278287461,0.5214067278287461,NA,0.6364,0.6231,0.5477,0.6915,0.0035,1,0.779,1
dm11037_38d,FBgn0259736,3,871,925,214,0.893532338308458,0.893532338308458,NA,0.485,0.4879,0.4284,0.5478,0.6642,0,1.0264,1
dm11037_38d,FBgn0039600,3,112,99,53,0.7992424242424241,0.7992424242424241,NA,0.5308,0.5267,0.4412,0.6098,0.5266,0,0.9511,1
dm11037_38d,FBgn0039601,3,49,46,33,0.7421875,0.7421875,NA,0.5158,0.513,0.4044,0.6207,0.8132,0,0.9802,1
dm11037_38d,FBgn0039602,3,24,25,9,0.8448275862068969,0.8448275862068969,NA,0.4898,0.4929,0.3637,0.6232,0.9167,0,1.0238,1
dm11037_38d,FBgn0030720,3,21,20,76,0.35042735042734996,0.35042735042734996,NA,0.5122,0.5088,0.3719,0.6459,0.9018,0,0.9922,1
dm11037_38d,FBgn0011327,3,119,156,160,0.632183908045977,0.632183908045977,NA,0.4327,0.4404,0.3642,0.52,0.13699999999999998,0,1.1318,1
dm11037_38d,FBgn0011638,3,149,183,75,0.8157248157248159,0.8157248157248159,NA,0.4488,0.4545,0.376,0.5364,0.2553,0,1.0998,1
dm11037_38d,FBgn0029906,3,117,1,4,0.9672131147540981,0.9672131147540981,NA,0.9915,0.6352,0.3736,0.8883,0.3143,0,0.7734,1
dm11037_38d,FBgn0262962,3,50,61,13,0.895161290322581,0.895161290322581,NA,0.4505,0.46,0.3551,0.5686,0.4586,0,1.0912,1
dm11037_38d,FBgn0050342,3,57,80,42,0.76536312849162,0.76536312849162,NA,0.4161,0.43200000000000005,0.3358,0.5326,0.1774,0,1.1545,1
dm11037_38d,FBgn0050344,3,86,106,42,0.8205128205128199,0.8205128205128199,NA,0.4479,0.4557,0.3624,0.5525,0.3485,0,1.0991,1
dm11037_38d,FBgn0050349,3,104,110,24,0.8991596638655458,0.8991596638655458,NA,0.486,0.48700000000000004,0.3822,0.5933,0.7943,0,1.0327,1
dm11037_38d,FBgn0031774,3,32,25,24,0.703703703703704,0.703703703703704,NA,0.5614,0.5436,0.4159,0.6668,0.4964,0,0.9229999999999999,1
dm11037_38d,FBgn0027505,3,42,26,24,0.7391304347826091,0.7391304347826091,NA,0.6176,0.5868,0.4628,0.7013,0.1599,0,0.8436,1
dm11037_38d,FBgn0027506,3,126,131,576,0.308523409363745,0.308523409363745,NA,0.4903,0.4899,0.4117,0.5688,0.7962,0,1.0238,1
dm11037_38d,FBgn0027507,3,71,87,112,0.585185185185185,0.585185185185185,NA,0.4494,0.4571,0.3648,0.5523,0.3641,0,1.0958,1
dm11037_38d,FBgn0027508,3,46,47,4,0.958762886597938,0.958762886597938,NA,0.4946,0.495,0.3859,0.6043,0.9287,0,1.0166,1
dm11037_38d,FBgn0027509,3,21,29,8,0.8620689655172409,0.8620689655172409,NA,0.42,0.4431,0.3138,0.5792,0.3998,0,1.1347,1
dm11037_38d,FBgn0005612,3,75,89,331,0.33131313131313106,0.33131313131313106,NA,0.4573,0.46399999999999997,0.3759,0.5538,0.4263,0,1.08,1
dm11037_38d,FBgn0031456,3,33,30,3,0.954545454545455,0.954545454545455,NA,0.5238,0.5237,0.3988,0.6465,0.7076,0,0.9608,1
dm11037_38d,FBgn0037515,3,70,72,260,0.353233830845771,0.353233830845771,NA,0.493,0.494,0.3999,0.5876,0.8976,0,1.0170000000000001,1
dm11037_38d,FBgn0085237,3,140,149,12,0.960132890365448,0.960132890365448,NA,0.4844,0.4884,0.4037,0.5741,0.7792,0,1.0276,1
dm11037_38d,FBgn0033459,3,11,28,5,0.8863636363636359,0.8863636363636359,NA,0.2821,0.3616,0.2395,0.5012,0.052000000000000005,0,1.3512,1
dm11037_38d,FBgn0040734,3,2275,7948,478,0.9553312774507059,0.9553312774507059,NA,0.2225,0.276,0.1836,0.4242,0.0084,1,1.6536,1
dm11037_38d,FBgn0040735,3,7051,7353,2423,0.8560052296903791,0.8560052296903791,NA,0.4895,0.4851,0.4117,0.5622,0.6726,0,1.0336,1
dm11037_38d,FBgn0040736,3,4937,6133,1755,0.863157894736842,0.863157894736842,NA,0.446,0.4562,0.3611,0.5578,0.3639,0,1.0984,1
dm11037_38d,FBgn0040732,3,17811,17006,588,0.983392176246293,0.983392176246293,NA,0.5116,0.5103,0.4603,0.5599,0.6555,0,0.9808,1
dm11037_38d,FBgn0040733,3,18178,20568,4963,0.8864535907936579,0.8864535907936579,NA,0.4692,0.4603,0.3896,0.5352,0.2596,0,1.0863,1
dm11037_38d,FBgn0051694,3,120,230,293,0.5443234836702949,0.5443234836702949,NA,0.3429,0.3589,0.2922,0.4338,0.0011,1,1.3428,1
dm11037_38d,FBgn0020767,3,61,58,138,0.46303501945525294,0.46303501945525294,NA,0.5126,0.5121,0.4116,0.6118,0.8108,0,0.9811,1
dm11037_38d,FBgn0005585,3,1006,1094,2561,0.45054709289852,0.45054709289852,NA,0.479,0.4815,0.3995,0.5661,0.6364,0,1.0417,1
dm11037_38d,FBgn0036397,3,21,30,37,0.579545454545455,0.579545454545455,NA,0.4118,0.4424,0.3132,0.5783,0.3966,0,1.1363,1
dm11037_38d,FBgn0036395,3,41,33,2,0.9736842105263158,0.9736842105263158,NA,0.5541,0.5407,0.4215,0.6553,0.4916,0,0.9275,1
dm11037_38d,FBgn0036398,3,159,133,354,0.45201238390092896,0.45201238390092896,NA,0.5445,0.5376,0.4583,0.6144,0.3386,0,0.93,1
dm11037_38d,FBgn0019938,3,42,29,15,0.8255813953488371,0.8255813953488371,NA,0.5915,0.5712,0.4485,0.6882,0.2488,0,0.8714,1
dm11037_38d,FBgn0051961,3,54,76,37,0.778443113772455,0.778443113772455,NA,0.4154,0.4319,0.3361,0.5337,0.1788,0,1.1547,1
dm11037_38d,FBgn0286898,3,52,54,388,0.214574898785425,0.214574898785425,NA,0.4906,0.4929,0.387,0.5996,0.8935,0,1.0205,1
dm11037_38d,FBgn0267336,3,135,134,473,0.362533692722372,0.362533692722372,NA,0.5019,0.4934,0.3911,0.5971,0.8939,0,1.0192,1
dm11037_38d,FBgn0267330,3,480,410,352,0.71658615136876,0.71658615136876,NA,0.5393,0.5342,0.4691,0.5977,0.2834,0,0.9356,1
dm11037_38d,FBgn0265784,3,59,45,186,0.3586206896551721,0.3586206896551721,NA,0.5673,0.5493,0.4392,0.6547,0.3632,0,0.9104,1
dm11037_38d,FBgn0034735,3,55,96,4,0.9741935483870972,0.9741935483870972,NA,0.3642,0.3861,0.2962,0.4824,0.0231,1,1.2704,1
dm11037_38d,FBgn0261987,3,237,246,174,0.735159817351598,0.735159817351598,NA,0.4907,0.4925,0.4101,0.5764,0.8502,0,1.0189,1
dm11037_38d,FBgn0264785,3,33,43,321,0.19143576826196498,0.19143576826196498,NA,0.4342,0.4506,0.3392,0.5662,0.3976,0,1.1135,1
dm11037_38d,FBgn0029506,3,1158,1369,47,0.981740481740482,0.981740481740482,NA,0.4583,0.4619,0.402,0.5246,0.2023,0,1.0817,1
dm11037_38d,FBgn0267252,3,37,3,58,0.408163265306122,0.408163265306122,NA,0.925,0.7738,0.6499,0.8689,0.0004,1,0.5402,1
dm11037_38d,FBgn0023506,3,41,58,3,0.970588235294118,0.970588235294118,NA,0.4141,0.4328,0.3269,0.544,0.2248,0,1.1543,1
dm11037_38d,FBgn0023507,3,2344,2044,1047,0.8073597056117758,0.8073597056117758,NA,0.5342,0.5316,0.4782,0.5829,0.2176,0,0.9399,1
dm11037_38d,FBgn0023508,3,19,22,104,0.282758620689655,0.282758620689655,NA,0.4634,0.4755,0.3401,0.6125,0.7286,0,1.062,1
dm11037_38d,FBgn0028622,3,63,49,301,0.271186440677966,0.271186440677966,NA,0.5625,0.5505,0.4441,0.6521,0.3389,0,0.9079999999999999,1
dm11037_38d,FBgn0032494,3,1828,2498,1380,0.7581493165089379,0.7581493165089379,NA,0.4226,0.4273,0.3768,0.4807,0.0136,1,1.1599,1
dm11037_38d,FBgn0001247,3,28,35,372,0.144827586206897,0.144827586206897,NA,0.4444,0.4588,0.3398,0.5817,0.5043,0,1.0963,1
dm11037_38d,FBgn0053196,3,118,149,87,0.7542372881355931,0.7542372881355931,NA,0.4419,0.4477,0.3593,0.5416,0.2481,0,1.1166,1
dm11037_38d,FBgn0053193,3,20,32,3,0.945454545454545,0.945454545454545,NA,0.3846,0.4185,0.2962,0.5498,0.2158,0,1.1932,1
dm11037_38d,FBgn0015039,3,664,655,1278,0.507893723527147,0.507893723527147,NA,0.5034,0.4858,0.4113,0.5615,0.6871,0,1.032,1
