comparison,FEATURE_ID,dm12279_01h_num_reps,dm11037_01h_num_reps,counts_dm12279_01h_g1,counts_dm12279_01h_g2,counts_dm12279_01h_both,counts_dm11037_01h_g1,counts_dm11037_01h_g2,counts_dm11037_01h_both,prior_dm12279_01h_g1,prior_dm12279_01h_g2,prior_dm11037_01h_g1,prior_dm11037_01h_g2,H3_independence_Bayes_evidence,dm12279_01h_sampleprop,dm12279_01h_theta,dm12279_01h_q025,dm12279_01h_q975,dm12279_01h_Bayes_evidence,dm12279_01h_AI_decision,dm11037_01h_sampleprop,dm11037_01h_theta,dm11037_01h_q025,dm11037_01h_q975,dm11037_01h_Bayes_evidence,dm11037_01h_AI_decision,alpha1_postmean,alpha2_postmean,flaganalyze
dm12279_High_vs_dm11037_Low_01h,FBgn0040736,3,3,3714,4769,1537,2207,2490,604,0.846606786427146,0.846606786427146,0.8860592341067719,0.8860592341067719,0.7018,0.4378,0.4574,0.3448,0.5753,0.4482,0,0.4699,0.4872,0.3692,0.6093,0.8316,0,1.0981,1.0342,1
dm12279_High_vs_dm11037_Low_01h,FBgn0040732,3,3,1514,1141,332,1091,1011,58,0.8888516906595251,0.8888516906595251,0.9731481481481479,0.9731481481481479,0.2209,0.5702,0.5856,0.495,0.6676,0.0604,0,0.519,0.5148,0.4306,0.5966,0.6873,0,0.8434,0.9740000000000001,1
dm12279_High_vs_dm11037_Low_01h,FBgn0040733,3,3,6230,10387,2640,3038,4730,1522,0.8629069948590121,0.8629069948590121,0.8361679224973092,0.8361679224973092,0.7559999999999999,0.3749,0.3972,0.2911,0.5258,0.10400000000000001,0,0.3911,0.42200000000000004,0.3126,0.5427,0.192,0,1.2452,1.1816,1
dm12279_High_vs_dm11037_Low_01h,FBgn0023507,3,3,209,152,191,187,150,229,0.653985507246377,0.653985507246377,0.595406360424028,0.595406360424028,0.9498,0.5789,0.5419,0.4339,0.6433,0.4091,0,0.5549,0.5471,0.4489,0.6388,0.3164,0,0.924,0.9135,1
dm12279_High_vs_dm11037_Low_01h,FBgn0031436,3,3,303,308,117,355,331,126,0.8392857142857142,0.8392857142857142,0.8448275862068969,0.8448275862068969,0.6589,0.4959,0.49200000000000005,0.4082,0.5745,0.8493,0,0.5175,0.5156,0.4404,0.5894,0.6618,0,1.0199,0.972,1
dm12279_High_vs_dm11037_Low_01h,FBgn0028646,3,3,160,174,232,20,61,477,0.590106007067138,0.590106007067138,0.145161290322581,0.145161290322581,0.0067,0.479,0.4964,0.4142,0.5827,0.9179999999999999,0,0.2469,0.3023,0.2101,0.4107,0.0002,1,1.0109,1.5393,1
dm12279_High_vs_dm11037_Low_01h,FBgn0017581,3,3,74,72,448,30,42,731,0.245791245791246,0.245791245791246,0.0896637608966376,0.0896637608966376,0.33399999999999996,0.5068,0.5057,0.4105,0.6032,0.914,0,0.4167,0.4333,0.3196,0.5491,0.2604,0,0.9932,1.1544,1
dm12279_High_vs_dm11037_Low_01h,FBgn0019982,3,3,95,162,24,60,124,20,0.9145907473309609,0.9145907473309609,0.901960784313726,0.901960784313726,0.7120000000000001,0.3696,0.3918,0.2878,0.5177,0.084,0,0.3261,0.3641,0.2628,0.4895,0.0358,1,1.2591,1.3372,1
dm12279_High_vs_dm11037_Low_01h,FBgn0010808,3,3,177,143,21,145,132,13,0.9384164222873901,0.9384164222873901,0.955172413793104,0.955172413793104,0.5111,0.5531,0.5571,0.4752,0.6359,0.1496,0,0.5235,0.5216,0.4457,0.5983,0.5947,0,0.8939,0.9606,1
dm12279_High_vs_dm11037_Low_01h,FBgn0031453,3,3,230,376,1429,96,200,1938,0.297788697788698,0.297788697788698,0.132497761862131,0.132497761862131,0.8533,0.3795,0.4078,0.2594,0.5826,0.2807,0,0.3243,0.3889,0.2509,0.5536,0.1702,0,1.2303,1.2784,1
dm12279_High_vs_dm11037_Low_01h,FBgn0003891,3,3,113,94,145,126,100,262,0.588068181818182,0.588068181818182,0.46311475409836106,0.46311475409836106,0.9404,0.5459,0.5472,0.4576,0.635,0.2982,0,0.5575,0.5519,0.4656,0.6364,0.2213,0,0.9127,0.9039,1
dm12279_High_vs_dm11037_Low_01h,FBgn0003517,3,3,898,837,4139,615,581,6531,0.295369424582908,0.295369424582908,0.154781933480005,0.154781933480005,0.9984,0.5176,0.508,0.3355,0.6755,0.9276,0,0.5142,0.5082,0.3445,0.6734,0.9324,0,1.0003,0.9983,1
dm12279_High_vs_dm11037_Low_01h,FBgn0026439,3,3,160,153,63,187,191,96,0.8324468085106379,0.8324468085106379,0.79746835443038,0.79746835443038,0.6071,0.5112,0.5254,0.4428,0.6077,0.5313,0,0.4947,0.4973,0.4217,0.5718,0.9471,0,0.9534,1.0085,1
dm12279_High_vs_dm11037_Low_01h,FBgn0261990,3,3,218,270,30,277,297,40,0.942084942084942,0.942084942084942,0.9348534201954399,0.9348534201954399,0.6009,0.4467,0.4537,0.3507,0.5638,0.33,0,0.4826,0.4881,0.3917,0.5897,0.7767,0,1.1047,1.0294,1
dm12279_High_vs_dm11037_Low_01h,FBgn0287825,3,3,152,136,200,123,125,312,0.590163934426229,0.590163934426229,0.4428571428571429,0.4428571428571429,0.4073,0.5278,0.5427,0.4627,0.6234,0.2958,0,0.496,0.4951,0.415,0.5749,0.9153,0,0.9207,1.0133,1
dm12279_High_vs_dm11037_Low_01h,FBgn0263863,3,3,53,44,8,29,29,58,0.9238095238095241,0.9238095238095241,0.5,0.5,0.7356,0.5464,0.5313,0.4162,0.6425,0.5716,0,0.5,0.5018,0.3754,0.6289,0.9736,0,0.9449,1.0051,1
dm12279_High_vs_dm11037_Low_01h,FBgn0031579,3,3,309,6,8,127,220,51,0.975232198142415,0.975232198142415,0.8718592964824119,0.8718592964824119,0.182,0.981,0.6626,0.4308,0.8461,0.1649,0,0.366,0.4559,0.2705,0.654,0.652,0,0.7224,1.1205,1
dm12279_High_vs_dm11037_Low_01h,FBgn0250757,3,3,100,69,86,60,63,100,0.6627450980392161,0.6627450980392161,0.551569506726457,0.551569506726457,0.2216,0.5917,0.5755,0.4822,0.6658,0.1124,0,0.4878,0.4913,0.39399999999999996,0.5884,0.8573,0,0.8616,1.0229,1
dm12279_High_vs_dm11037_Low_01h,FBgn0063449,3,3,1116,32,249,587,39,373,0.8217609162491051,0.8217609162491051,0.626626626626627,0.626626626626627,0.8440000000000001,0.9721,0.6824,0.4386,0.8819,0.1396,0,0.9377,0.6588,0.4248,0.8492,0.1738,0,0.6902,0.7293,1
dm12279_High_vs_dm11037_Low_01h,FBgn0265045,3,3,43,40,133,85,74,139,0.38425925925925897,0.38425925925925897,0.5335570469798661,0.5335570469798661,0.8227,0.5181,0.5166,0.4109,0.6195,0.7522,0,0.5346,0.5321,0.44299999999999995,0.621,0.4796,0,0.9726,0.9412,1
dm12279_High_vs_dm11037_Low_01h,FBgn0037936,3,3,89,84,1,63,52,6,0.994252873563218,0.994252873563218,0.950413223140496,0.950413223140496,0.5958,0.5145,0.5019,0.4048,0.5978,0.9673,0,0.5478,0.5385,0.4339,0.6384,0.4529,0,1.0012,0.93,1
dm12279_High_vs_dm11037_Low_01h,FBgn0011361,3,3,399,392,529,344,362,544,0.5992424242424239,0.5992424242424239,0.5648,0.5648,0.8411,0.5044,0.5053,0.3905,0.6212,0.9338,0,0.4873,0.4905,0.3893,0.5941,0.8407,0,0.9962,1.025,1
dm12279_High_vs_dm11037_Low_01h,FBgn0004636,3,3,106,117,205,87,136,259,0.5210280373831769,0.5210280373831769,0.462655601659751,0.462655601659751,0.2322,0.4753,0.4792,0.3885,0.5721,0.6431,0,0.3901,0.4042,0.3216,0.4955,0.0411,1,1.0475,1.2211,1
dm12279_High_vs_dm11037_Low_01h,FBgn0027094,3,3,90,77,27,82,78,46,0.860824742268041,0.860824742268041,0.7766990291262141,0.7766990291262141,0.6489,0.5389,0.5413,0.4484,0.6326,0.3709,0,0.5125,0.5121,0.4214,0.6023,0.7933,0,0.9241,0.9802,1
dm12279_High_vs_dm11037_Low_01h,FBgn0023174,3,3,362,196,113,266,129,188,0.831594634873323,0.831594634873323,0.677530017152659,0.677530017152659,0.6669,0.6487,0.6375,0.5605,0.7033,0.0027,1,0.6734,0.6587,0.5846,0.7229,0.0013,1,0.7551,0.7207,1
dm12279_High_vs_dm11037_Low_01h,FBgn0023170,3,3,10111,170,377,7623,121,295,0.964627509851754,0.964627509851754,0.9633038935190942,0.9633038935190942,0.9753,0.9835,0.6197,0.3899,0.8163,0.2953,0,0.9844,0.6153,0.3832,0.8148,0.3276,0,0.7966,0.8047,1
dm12279_High_vs_dm11037_Low_01h,FBgn0023540,3,3,340,245,80,433,345,140,0.8796992481203009,0.8796992481203009,0.8474945533769059,0.8474945533769059,0.5356,0.5812,0.5806,0.5155,0.6453,0.0184,1,0.5566,0.5529999999999999,0.4924,0.6095,0.0789,0,0.8512,0.9004,1
dm12279_High_vs_dm11037_Low_01h,FBgn0034162,3,3,678,553,29,144,135,560,0.9769841269841271,0.9769841269841271,0.33253873659118,0.33253873659118,0.4436,0.5508,0.557,0.4856,0.6286,0.1129,0,0.5161,0.5153,0.4345,0.5987,0.7133,0,0.8937,0.9731,1
dm12279_High_vs_dm11037_Low_01h,FBgn0034295,3,3,835,983,281,327,507,1378,0.8661267270128629,0.8661267270128629,0.37703435804701596,0.37703435804701596,0.4356,0.4593,0.4824,0.3477,0.6175,0.7893,0,0.3921,0.4074,0.2828,0.5484,0.1889,0,1.047,1.2231,1
dm12279_High_vs_dm11037_Low_01h,FBgn0031660,3,3,246,34,24,226,41,35,0.921052631578947,0.921052631578947,0.884105960264901,0.884105960264901,0.96,0.8786,0.6943,0.5009,0.8342,0.0489,1,0.8464,0.7,0.5068,0.8394,0.0424,1,0.6675,0.6583,1
dm12279_High_vs_dm11037_Low_01h,FBgn0038976,3,3,98,85,5,65,41,58,0.9734042553191491,0.9734042553191491,0.646341463414634,0.646341463414634,0.34,0.5355,0.5193,0.4219,0.6147,0.6813,0,0.6132,0.5879,0.4824,0.6876,0.0971,0,0.9665,0.8405,1
dm12279_High_vs_dm11037_Low_01h,FBgn0035402,3,3,58,47,6,77,13,15,0.9459459459459459,0.9459459459459459,0.857142857142857,0.857142857142857,0.0022,0.5524,0.5441,0.4358,0.652,0.4167,0,0.8556,0.7759999999999999,0.679,0.8533,0.0,1,0.9202,0.5369,1
dm12279_High_vs_dm11037_Low_01h,FBgn0040064,3,3,188,290,41,226,240,32,0.9210019267822741,0.9210019267822741,0.9357429718875501,0.9357429718875501,0.2778,0.3933,0.4247,0.3391,0.524,0.1236,0,0.485,0.4907,0.4042,0.5822,0.8176,0,1.1708,1.023,1
dm12279_High_vs_dm11037_Low_01h,FBgn0034331,3,3,4959,4823,1723,2336,2263,1754,0.850239026510213,0.850239026510213,0.7239099637966322,0.7239099637966322,0.9096,0.507,0.5142,0.3546,0.6684,0.8549,0,0.5079,0.5044,0.3583,0.6498,0.9496,0,0.9848,1.0023,1
dm12279_High_vs_dm11037_Low_01h,FBgn0010213,3,3,195,158,41,129,128,137,0.8959390862944159,0.8959390862944159,0.652284263959391,0.652284263959391,0.3813,0.5524,0.5473,0.4723,0.6198,0.2084,0,0.5019,0.4996,0.4226,0.5764,0.9982,0,0.9117,1.0039,1
dm12279_High_vs_dm11037_Low_01h,FBgn0000114,3,3,92,94,174,118,136,448,0.516666666666667,0.516666666666667,0.36182336182336206,0.36182336182336206,0.7944,0.4946,0.4857,0.3926,0.5762,0.7687,0,0.4646,0.4695,0.3822,0.557,0.4789,0,1.034,1.0676,1
dm12279_High_vs_dm11037_Low_01h,FBgn0261534,3,3,286,457,23,222,287,14,0.9699738903394259,0.9699738903394259,0.973231357552581,0.973231357552581,0.3171,0.3849,0.3954,0.32899999999999996,0.4697,0.0089,1,0.4361,0.4438,0.3775,0.5144,0.1156,0,1.2414,1.123,1
dm12279_High_vs_dm11037_Low_01h,FBgn0033821,3,3,346,57,4,322,45,7,0.99017199017199,0.99017199017199,0.981283422459893,0.981283422459893,0.6778,0.8586,0.8156,0.7105,0.8728,0.0009,1,0.8774,0.8314,0.7271,0.8856,0.0011,1,0.4747,0.4493,1
dm12279_High_vs_dm11037_Low_01h,FBgn0030158,3,3,737,635,628,429,509,804,0.6859999999999999,0.6859999999999999,0.538461538461538,0.538461538461538,0.3058,0.5372,0.5394,0.4273,0.65,0.4513,0,0.4574,0.4637,0.3651,0.5691,0.4453,0,0.9292,1.0819,1
dm12279_High_vs_dm11037_Low_01h,FBgn0263397,3,3,57,70,121,44,27,192,0.5120967741935479,0.5120967741935479,0.269961977186312,0.269961977186312,0.0764,0.4488,0.4551,0.3578,0.5577,0.3733,0,0.6197,0.5929,0.4761,0.7029,0.1147,0,1.1011,0.8324,1
dm12279_High_vs_dm11037_Low_01h,FBgn0033357,3,3,636,674,69,590,669,52,0.949963741841914,0.949963741841914,0.960335621662853,0.960335621662853,0.6024,0.4855,0.4889,0.4305,0.5474,0.6984,0,0.4686,0.4688,0.4138,0.5244,0.2576,0,1.0243,1.0663,1
dm12279_High_vs_dm11037_Low_01h,FBgn0033683,3,3,46,163,13,86,221,9,0.941441441441442,0.941441441441442,0.971518987341772,0.971518987341772,0.3673,0.2201,0.2582,0.19,0.3402,0.0,1,0.2801,0.3035,0.237,0.3839,0.0007,1,1.7123,1.5253,1
dm12279_High_vs_dm11037_Low_01h,FBgn0033179,3,3,120,33,60,113,17,53,0.7183098591549301,0.7183098591549301,0.7103825136612021,0.7103825136612021,0.254,0.7843,0.7377,0.6338,0.8158,0.0013,1,0.8692,0.8009,0.7079,0.8676,0.0,1,0.5966,0.4979,1
dm12279_High_vs_dm11037_Low_01h,FBgn0032889,3,3,311,353,1419,774,829,251,0.31877100336053804,0.31877100336053804,0.8646170442286949,0.8646170442286949,0.8531,0.4684,0.4722,0.3432,0.6086,0.6573,0,0.4828,0.4872,0.3704,0.6043,0.8218,0,1.0684,1.0339,1
dm12279_High_vs_dm11037_Low_01h,FBgn0032880,3,3,72,62,16,63,69,38,0.893333333333333,0.893333333333333,0.776470588235294,0.776470588235294,0.5756,0.5373,0.5205,0.4212,0.6207,0.6758,0,0.4773,0.4816,0.3845,0.5809,0.7024,0,0.9647,1.0431,1
dm12279_High_vs_dm11037_Low_01h,FBgn0039239,3,3,85,56,0,174,122,4,0.5,0.5,0.986666666666667,0.986666666666667,0.9944,0.6028,0.5268,0.3321,0.7137,0.7704,0,0.5878,0.5273,0.3256,0.7248,0.7927,0,0.9657,0.9671,1
dm12279_High_vs_dm11037_Low_01h,FBgn0033320,3,3,128,203,8,140,156,6,0.9764011799410028,0.9764011799410028,0.9801324503311261,0.9801324503311261,0.1811,0.3867,0.3791,0.2844,0.4904,0.0362,1,0.473,0.4775,0.3776,0.5818,0.6531,0,1.2912,1.0525,1
dm12279_High_vs_dm11037_Low_01h,FBgn0004907,3,3,398,341,1676,381,271,1774,0.306004140786749,0.306004140786749,0.268755152514427,0.268755152514427,0.2591,0.5386,0.5178,0.4388,0.5924,0.6336,0,0.5844,0.5762,0.505,0.6435,0.0373,1,0.9678,0.8591,1
dm12279_High_vs_dm11037_Low_01h,FBgn0002773,3,3,266,302,9755,2672,2645,7067,0.05502276470018401,0.05502276470018401,0.42934431524547795,0.42934431524547795,0.5573,0.4683,0.4758,0.4078,0.5462,0.4769,0,0.5025,0.5012,0.4404,0.5604,0.9584,0,1.0526,0.9994,1
dm12279_High_vs_dm11037_Low_01h,FBgn0031907,3,3,345,302,209,291,276,211,0.755841121495327,0.755841121495327,0.72879177377892,0.72879177377892,0.6769,0.5332,0.5311,0.4607,0.6011,0.3744,0,0.5132,0.5113,0.4437,0.578,0.7449,0,0.9418,0.9799,1
dm12279_High_vs_dm11037_Low_01h,FBgn0262734,3,3,124,148,449,14,92,1172,0.377253814147018,0.377253814147018,0.082942097026604,0.082942097026604,0.0002,0.4559,0.4612,0.3717,0.5543,0.4016,0,0.1321,0.1981,0.1284,0.2913,0.0,1,1.0864,2.0497,1
dm12279_High_vs_dm11037_Low_01h,FBgn0000639,3,3,243,209,5536,7481,7724,2093,0.0754843019372077,0.0754843019372077,0.8790033529887851,0.8790033529887851,0.382,0.5376,0.5375,0.4578,0.6164,0.3469,0,0.49200000000000005,0.4948,0.4312,0.5602,0.8504,0,0.9303,1.0126,1
dm12279_High_vs_dm11037_Low_01h,FBgn0019644,3,3,540,421,158,489,401,181,0.8588025022341379,0.8588025022341379,0.830999066293184,0.830999066293184,0.9936,0.5619,0.5403,0.4477,0.628,0.3553,0,0.5494,0.5404,0.4526,0.6252,0.3389,0,0.9257,0.9253,1
dm12279_High_vs_dm11037_Low_01h,FBgn0034876,3,3,245,269,6,233,284,30,0.988461538461538,0.988461538461538,0.9451553930530159,0.9451553930530159,0.5,0.4767,0.4877,0.4149,0.5617,0.726,0,0.4507,0.4541,0.3876,0.5228,0.1736,0,1.0279,1.0997,1
dm12279_High_vs_dm11037_Low_01h,FBgn0002567,3,3,44,38,2,62,42,2,0.9761904761904759,0.9761904761904759,0.981132075471698,0.981132075471698,0.5187,0.5366,0.5271,0.4059,0.6442,0.6436,0,0.5962,0.5795,0.4707,0.6835,0.1553,0,0.9536,0.8555,1
dm12279_High_vs_dm11037_Low_01h,FBgn0002563,3,3,120,123,1541,918,907,1660,0.13621076233183899,0.13621076233183899,0.5236728837876611,0.5236728837876611,0.9104,0.4938,0.498,0.4045,0.5915,0.9798,0,0.503,0.5049,0.4183,0.5898,0.9018,0,1.0088,0.9939,1
dm12279_High_vs_dm11037_Low_01h,FBgn0002562,3,3,908,688,47,1290,1208,655,0.971393791844188,0.971393791844188,0.792261338407866,0.792261338407866,0.16,0.5689,0.5667,0.5095,0.62,0.0251,1,0.5164,0.5133,0.4582,0.5667,0.6149,0,0.8754,0.9751,1
dm12279_High_vs_dm11037_Low_01h,FBgn0035001,3,3,41,31,12,49,37,13,0.857142857142857,0.857142857142857,0.868686868686869,0.868686868686869,0.9144,0.5694,0.5473,0.4264,0.6624,0.4409,0,0.5698,0.5562,0.4422,0.6659999999999999,0.314,0,0.9151,0.8979,1
dm12279_High_vs_dm11037_Low_01h,FBgn0031830,3,3,3278,63,227,1825,1654,428,0.936378923766816,0.936378923766816,0.8904530330176609,0.8904530330176609,0.2236,0.9811,0.6866,0.4542,0.8740000000000001,0.11199999999999999,0,0.5246,0.509,0.3207,0.6931,0.9247,0,0.6822,1.0012,1
dm12279_High_vs_dm11037_Low_01h,FBgn0034663,3,3,150,738,913,122,637,629,0.49305941143809007,0.49305941143809007,0.5468299711815561,0.5468299711815561,0.9891,0.1689,0.2677,0.1512,0.4671,0.0287,1,0.1607,0.2673,0.1588,0.4522,0.0182,1,1.7172,1.7122,1
dm12279_High_vs_dm11037_Low_01h,FBgn0034664,3,3,547,539,13,534,574,24,0.988171064604186,0.988171064604186,0.978798586572438,0.978798586572438,0.6296,0.5037,0.5024,0.4361,0.5685,0.9371,0,0.4819,0.4808,0.4192,0.5442,0.5182,0,0.9974,1.0414,1
dm12279_High_vs_dm11037_Low_01h,FBgn0265356,3,3,160,272,284,116,161,438,0.6033519553072629,0.6033519553072629,0.38741258741258705,0.38741258741258705,0.4364,0.3704,0.3874,0.3184,0.4641,0.0076,1,0.4188,0.4278,0.3532,0.5064,0.0733,0,1.2629,1.1613,1
dm12279_High_vs_dm11037_Low_01h,FBgn0000150,3,3,4023,4008,402,3608,3702,411,0.952330131625756,0.952330131625756,0.9467685532962049,0.9467685532962049,0.9744,0.5009,0.4936,0.4437,0.5441,0.7942,0,0.4936,0.4931,0.4464,0.5413,0.76,0,1.0141,1.015,1
dm12279_High_vs_dm11037_Low_01h,FBgn0004926,3,3,273,278,31,261,253,24,0.9467353951890028,0.9467353951890028,0.9553903345724909,0.9553903345724909,0.898,0.4955,0.4999,0.4279,0.5723,0.9958,0,0.5078,0.5062,0.4388,0.5738,0.8482,0,1.003,0.9899,1
dm12279_High_vs_dm11037_Low_01h,FBgn0053138,3,3,968,867,46,761,788,43,0.975544922913344,0.975544922913344,0.9729899497487441,0.9729899497487441,0.3738,0.5275,0.5265,0.4646,0.584,0.3513,0,0.4913,0.4915,0.4335,0.5489999999999999,0.7498,0,0.9498,1.0190000000000001,1
dm12279_High_vs_dm11037_Low_01h,FBgn0030239,3,3,202,214,83,159,162,103,0.8336673346693391,0.8336673346693391,0.757075471698113,0.757075471698113,0.9747,0.4856,0.493,0.3993,0.5859,0.8718,0,0.4953,0.495,0.4025,0.5872,0.904,0,1.0187,1.0147,1
dm12279_High_vs_dm11037_Low_01h,FBgn0062961,3,3,252,240,42,190,63,7,0.9213483146067422,0.9213483146067422,0.9730769230769231,0.9730769230769231,0.0027,0.5122,0.518,0.4355,0.6007,0.6564,0,0.7509999999999999,0.7249,0.6449,0.7919,0.0,1,0.9678,0.6163,1
dm12279_High_vs_dm11037_Low_01h,FBgn0023477,3,3,647,697,1096,482,504,1124,0.550819672131148,0.550819672131148,0.467298578199052,0.467298578199052,0.9953,0.4814,0.4906,0.3466,0.6348,0.8971,0,0.4888,0.4913,0.3611,0.622,0.8971,0,1.0311,1.0271,1
dm12279_High_vs_dm11037_Low_01h,FBgn0265297,3,3,653,743,4871,779,801,6963,0.222754108823999,0.222754108823999,0.18494674002107,0.18494674002107,0.5,0.4678,0.4621,0.3901,0.5372,0.2976,0,0.493,0.4952,0.426,0.5647,0.8853,0,1.0824,1.0122,1
dm12279_High_vs_dm11037_Low_01h,FBgn0003449,3,3,59,65,9,66,52,12,0.932330827067669,0.932330827067669,0.907692307692308,0.907692307692308,0.3304,0.4758,0.4757,0.3716,0.5804,0.6418,0,0.5593,0.5496,0.4445,0.6518,0.3471,0,1.0565,0.9095,1
dm12279_High_vs_dm11037_Low_01h,FBgn0000382,3,3,41,58,81,33,54,127,0.55,0.55,0.406542056074766,0.406542056074766,0.6224,0.4141,0.4398,0.3341,0.5472,0.2676,0,0.3793,0.4024,0.2992,0.5112,0.0787,0,1.1375,1.2301,1
dm12279_High_vs_dm11037_Low_01h,FBgn0000253,3,3,402,375,1223,288,335,1750,0.3885,0.3885,0.262536873156342,0.262536873156342,0.5733,0.5174,0.5051,0.4049,0.6041,0.9187,0,0.4623,0.4667,0.3741,0.5623,0.4713,0,0.9949,1.0746,1
dm12279_High_vs_dm11037_Low_01h,FBgn0016926,3,3,190,155,299,45,37,615,0.535714285714286,0.535714285714286,0.11764705882352902,0.11764705882352902,0.8973,0.5507,0.5489999999999999,0.4573,0.638,0.2789,0,0.5488,0.5386,0.4218,0.6514,0.5162,0,0.9096,0.9313,1
dm12279_High_vs_dm11037_Low_01h,FBgn0034509,3,3,289,348,7,298,295,7,0.9891304347826091,0.9891304347826091,0.988333333333333,0.988333333333333,0.4331,0.4537,0.4648,0.3919,0.5423,0.3251,0,0.5025,0.5033,0.4318,0.5742,0.9213,0,1.0765,0.996,1
